index,Condo Name,Address,GPR,simp_gpr
1160,PARC BLEU,"PARC BLEU, Singapore",2.8,2.8
1162,PARC CENTENNIAL,"PARC CENTENNIAL, Singapore",1.4,1.4
1163,PARC CENTRAL RESIDENCES,"PARC CENTRAL RESIDENCES, Singapore",2.1,2.1
1164,PARC CENTROS,"PARC CENTROS, Singapore",2.1,2.1
1165,PARC ELEGANCE,"PARC ELEGANCE, Singapore",2.1,2.1
1166,PARC GREENWICH,"PARC GREENWICH, Singapore",3,3
1167,PARC HAVEN,"PARC HAVEN, Singapore",2.8,2.8
1168,PARC LIFE,"PARC LIFE, Singapore",2.5,2.1
1169,PARC MONDRIAN,"PARC MONDRIAN, Singapore",1.4,1.4
1170,PARC OASIS,"PARC OASIS, Singapore",2.8,2.8
1171,PARC OLYMPIA,"PARC OLYMPIA, Singapore",1.4,1.4
1172,PARC REGENCY,"PARC REGENCY, Singapore",2.8,2.8
1173,PARC ROSEWOOD,"PARC ROSEWOOD, Singapore",2.8,2.8
1175,PARC SOMME,"PARC SOMME, Singapore",1.4,1.4
1176,PARC STEVENS,"PARC STEVENS, Singapore",1.4,1.4
1177,PARC VERA,"PARC VERA, Singapore",3,3
1179,PARK 1 SUITES,"PARK 1 SUITES, Singapore",3,3
1180,PARK COLONIAL,"PARK COLONIAL, Singapore",1.4,1.4
1182,PARK EAST,"PARK EAST, Singapore",3,3
1183,PARK GREEN,"PARK GREEN, Singapore",1.4,1.4
1184,PARK HOUSE,"PARK HOUSE, Singapore",2.8,2.8
1185,PARK INFINIA AT WEE NAM,"PARK INFINIA AT WEE NAM, Singapore",2.8,2.8
1186,PARK NATURA,"PARK NATURA, Singapore",3,3
1187,PARK RESIDENCES @ KOVAN,"PARK RESIDENCES @ KOVAN, Singapore",1.4,1.4
1188,PARK WEST,"PARK WEST, Singapore",1.4,1.4
1189,PARKVIEW APARTMENTS,"PARKVIEW APARTMENTS, Singapore",2.8,2.8
1193,PARKWAY VIEW,"PARKWAY VIEW, Singapore",2.8,2.8
1195,PARVIS,"PARVIS, Singapore",1.6,1.6
1196,PASIR PANJANG COURT,"PASIR PANJANG COURT, Singapore",2.8,2.8
1197,PASIR PANJANG LODGE,"PASIR PANJANG LODGE, Singapore",2.8,2.8
1200,PATENT PLACE,"PATENT PLACE, Singapore",2.8,2.8
1201,PATERSON LINC,"PATERSON LINC, Singapore",2.1,2.1
1202,PATERSON RESIDENCE,"PATERSON RESIDENCE, Singapore",2.1,2.1
1203,PATERSON SUITES,"PATERSON SUITES, Singapore",1.4,1.4
1206,PAYA LEBAR RESIDENCES,"PAYA LEBAR RESIDENCES, Singapore",2.1,2.1
1207,PEACH GARDEN,"PEACH GARDEN, Singapore",1.4,1.4
1209,PEIRCE VIEW,"PEIRCE VIEW, Singapore",3,3
1213,PEPPERMINT GROVE,"PEPPERMINT GROVE, Singapore",2.8,2.8
1214,PEPYS HILL CONDOMINIUM,"PEPYS HILL CONDOMINIUM, Singapore",1.4,1.4
1218,PHOENIX HEIGHTS,"PHOENIX HEIGHTS, Singapore",1.4,1.4
1221,PINE COURT,"PINE COURT, Singapore",2.8,2.8
1223,PINETREE CONDO,"PINETREE CONDO, Singapore",2.8,2.8
1224,PINEVALE,"PINEVALE, Singapore",2.8,2.8
1226,PINNACLE 16,"PINNACLE 16, Singapore",2.8,2.8
1227,PLATINUM EDGE,"PLATINUM EDGE, Singapore",2.1,2.1
1228,POINT LOMA,"POINT LOMA, Singapore",2.8,2.8
1229,PORTOFINO,"PORTOFINO, Singapore",1.4,1.4
1230,POSHGROVE EAST,"POSHGROVE EAST, Singapore",3,3
1232,PRESTIGE HEIGHTS,"PRESTIGE HEIGHTS, Singapore",3,3
1233,PRESTIGE LOFT,"PRESTIGE LOFT, Singapore",2.8,2.8
1234,PRESTIGE POINT,"PRESTIGE POINT, Singapore",1.4,1.4
1240,PRINCIPAL GARDEN,"PRINCIPAL GARDEN, Singapore",2.8,2.8
1241,PRISTINE HEIGHTS,"PRISTINE HEIGHTS, Singapore",1.4,1.4
1243,PROVENCE RESIDENCE,"PROVENCE RESIDENCE, Singapore",1.4,1.4
1244,PROXIMO,"PROXIMO, Singapore",1.4,1.4
1245,Q BAY RESIDENCES,"Q BAY RESIDENCES, Singapore",2.8,2.8
1247,QUEENS,"QUEENS, Singapore",1.4,1.4
1248,QUEENS PEAK,"QUEENS PEAK, Singapore",1.4,1.4
1249,QUEENSBERRY LODGE,"QUEENSBERRY LODGE, Singapore",1.99,2.1
1251,QUESTA @ DUNMAN,"QUESTA @ DUNMAN, Singapore",1.4,1.4
1252,QUINTERRA,"QUINTERRA, Singapore",1.4,1.4
1253,R MAISON,"R MAISON, Singapore",1.4,1.4
1255,RACE COURSE LANE,"RACE COURSE LANE, Singapore",2.8,2.8
1257,RAFFLESIA CONDOMINIUM,"RAFFLESIA CONDOMINIUM, Singapore",1.4,1.4
1260,RANGOON 88,"RANGOON 88, Singapore",2.1,2.1
1266,REFLECTIONS AT KEPPEL BAY,"REFLECTIONS AT KEPPEL BAY, Singapore",1.4,1.4
1268,REGAL COURT,"REGAL COURT, Singapore",3,3
1270,REGENCY LODGE,"REGENCY LODGE, Singapore",2.8,2.8
1271,REGENCY PARK,"REGENCY PARK, Singapore",1.4,1.4
1272,REGENCY SUITES,"REGENCY SUITES, Singapore",2.8,2.8
1275,REGENT GROVE,"REGENT GROVE, Singapore",2.8,2.8
1276,REGENT HEIGHTS,"REGENT HEIGHTS, Singapore",2.8,2.8
1277,REGENT PARK,"REGENT PARK, Singapore",2.8,2.8
1278,REGENT RESIDENCES,"REGENT RESIDENCES, Singapore",2,2.1
1280,RESIDENCES 88,"RESIDENCES 88, Singapore",1.4,1.4
1281,RESIDENCES @ EVELYN,"RESIDENCES @ EVELYN, Singapore",1.4,1.4
1282,RESIDENCES @ JANSEN,"RESIDENCES @ JANSEN, Singapore",2.1,2.1
1283,RESIDENCES @ KILLINEY,"RESIDENCES @ KILLINEY, Singapore",3,3
1284,RESIDENCES @ SOMME,"RESIDENCES @ SOMME, Singapore",1.4,1.4
1286,REZI 3TWO,"REZI 3TWO, Singapore",2.8,2.8
1287,RHAPSODY ON MOUNT ELIZABETH,"RHAPSODY ON MOUNT ELIZABETH, Singapore",2.8,2.8
1288,RIA APARTMENTS,"RIA APARTMENTS, Singapore",2.8,2.8
1291,RICH EAST GARDEN,"RICH EAST GARDEN, Singapore",3,3
1293,RICHMOND PARK,"RICHMOND PARK, Singapore",1.4,1.4
1296,RIO VISTA,"RIO VISTA, Singapore",2.8,2.8
1297,RIPPLE BAY,"RIPPLE BAY, Singapore",1.4,1.4
1298,RIS GRANDEUR,"RIS GRANDEUR, Singapore",1.4,1.4
1300,RISING SUITES,"RISING SUITES, Singapore",2.5,2.1
1302,RITZ MANSIONS,"RITZ MANSIONS, Singapore",2.8,2.8
1303,RITZ REGENCY,"RITZ REGENCY, Singapore",2.1,2.1
1304,RIVA LODGE,"RIVA LODGE, Singapore",1.4,1.4
1307,RIVER VALLEY APARTMENTS,"RIVER VALLEY APARTMENTS, Singapore",1.4,1.4
1308,RIVERBANK @ FERNVALE,"RIVERBANK @ FERNVALE, Singapore",2.8,2.8
1309,RIVERCOVE RESIDENCES,"RIVERCOVE RESIDENCES, Singapore",1.99,2.1
1310,RIVERDALE RESIDENCE,"RIVERDALE RESIDENCE, Singapore",2.8,2.8
1311,RIVERFRONT RESIDENCES,"RIVERFRONT RESIDENCES, Singapore",2.1,2.1
1312,RIVERIA GARDENS,"RIVERIA GARDENS, Singapore",3,3
1314,RIVERSAILS,"RIVERSAILS, Singapore",2.8,2.8
1316,RIVERSOUND RESIDENCE,"RIVERSOUND RESIDENCE, Singapore",1.4,1.4
1317,RIVERTREES RESIDENCES,"RIVERTREES RESIDENCES, Singapore",1.4,1.4
1318,RIVERVALE CREST,"RIVERVALE CREST, Singapore",1.4,1.4
1319,RIVERVALE SHORES,"RIVERVALE SHORES, Singapore",1.4,1.4
1320,RIVIERA RESIDENCES,"RIVIERA RESIDENCES, Singapore",1.4,1.4
1321,RIZ HAVEN,"RIZ HAVEN, Singapore",2.1,2.1
1322,ROBERTSON EDGE,"ROBERTSON EDGE, Singapore",2.1,2.1
1323,ROBIN REGALIA,"ROBIN REGALIA, Singapore",1.4,1.4
1324,ROBIN RESIDENCES,"ROBIN RESIDENCES, Singapore",1.4,1.4
1325,ROBIN SUITES,"ROBIN SUITES, Singapore",1.4,1.4
1326,ROCCA BALESTIER,"ROCCA BALESTIER, Singapore",1.6,1.6
1328,ROCHELLE AT NEWTON,"ROCHELLE AT NEWTON, Singapore",2.8,2.8
1329,ROSALIA PARK,"ROSALIA PARK, Singapore",2.1,2.1
1332,ROSE VILLE,"ROSE VILLE, Singapore",1.4,1.4
1333,ROSELANE COURT,"ROSELANE COURT, Singapore",1.6,1.6
1334,ROSEVALE,"ROSEVALE, Singapore",1.4,1.4
1335,ROSEWOOD,"ROSEWOOD, Singapore",1.4,1.4
1336,ROSEWOOD SUITES,"ROSEWOOD SUITES, Singapore",3,3
1340,ROYAL COURT,"ROYAL COURT, Singapore",3,3
1341,ROYAL PALM MANSIONS,"ROYAL PALM MANSIONS, Singapore",2.8,2.8
1344,RV EDGE,"RV EDGE, Singapore",2.8,2.8
1346,RV SUITES,"RV SUITES, Singapore",2.1,2.1
1347,RYMDEN 77,"RYMDEN 77, Singapore",2.8,2.8
1348,SAI HO BUILDING,"SAI HO BUILDING, Singapore",1.4,1.4
1352,SANCTUARY @ 813,"SANCTUARY @ 813, Singapore",2.1,2.1
1355,SANDY PALM,"SANDY PALM, Singapore",2.8,2.8
1357,SARHAD VILLE,"SARHAD VILLE, Singapore",1.4,1.4
1358,SARKIES GARDENS,"SARKIES GARDENS, Singapore",4.9,3
1359,SARKIES GREEN,"SARKIES GREEN, Singapore",4.9,3
1360,SARKIES MANSIONS,"SARKIES MANSIONS, Singapore",2.8,2.8
1362,SCENIC HEIGHTS,"SCENIC HEIGHTS, Singapore",2.8,2.8
1364,SCOTTS 28,"SCOTTS 28, Singapore",2.1,2.1
1365,SCULPTURA ARDMORE,"SCULPTURA ARDMORE, Singapore",1.4,1.4
1367,SEA AVENUE RESIDENCES,"SEA AVENUE RESIDENCES, Singapore",3,3
1368,SEA ESTA,"SEA ESTA, Singapore",1.4,1.4
1369,SEA HORIZON,"SEA HORIZON, Singapore",2.1,2.1
1370,SEAHILL,"SEAHILL, Singapore",3,3
1371,SEASCAPE,"SEASCAPE, Singapore",3,3
1372,SEASONS PARK,"SEASONS PARK, Singapore",3,3
1373,SEASONS VIEW,"SEASONS VIEW, Singapore",3,3
1374,SEASTRAND,"SEASTRAND, Singapore",2.8,2.8
1375,SEASUITES,"SEASUITES, Singapore",2.8,2.8
1377,SELANTING GREEN,"SELANTING GREEN, Singapore",2.1,2.1
1378,SELEGIE COURT,"SELEGIE COURT, Singapore",2.1,2.1
1379,SELETAR PARK RESIDENCE,"SELETAR PARK RESIDENCE, Singapore",3,3
1382,SEMBAWANG COTTAGE,"SEMBAWANG COTTAGE, Singapore",2,2.1
1383,SEMBAWANG GARDEN ARCADE,"SEMBAWANG GARDEN ARCADE, Singapore",3,3
1384,SERAYA 9,"SERAYA 9, Singapore",2.8,2.8
1388,SERAYA VILLE,"SERAYA VILLE, Singapore",2.1,2.1
1390,SETIA RESIDENCES,"SETIA RESIDENCES, Singapore",2.8,2.8
1392,SEVENTY SAINT PATRICK'S,"SEVENTY SAINT PATRICK'S, Singapore",1.99,2.1
1393,SHAN GATE,"SHAN GATE, Singapore",1.4,1.4
1395,SHANGHAI ONE,"SHANGHAI ONE, Singapore",2.8,2.8
1398,SHEARES VILLE,"SHEARES VILLE, Singapore",1.4,1.4
1399,SHEBA LODGE,"SHEBA LODGE, Singapore",2.8,2.8
1401,SHELFORD GREEN,"SHELFORD GREEN, Singapore",3,3
1403,SHELFORD REGENCY,"SHELFORD REGENCY, Singapore",2.8,2.8
1406,SHERWOOD CONDOMINIUM,"SHERWOOD CONDOMINIUM, Singapore",1.4,1.4
1409,SIGLAP COURT,"SIGLAP COURT, Singapore",1.4,1.4
1411,SIGLAP V,"SIGLAP V, Singapore",2.1,2.1
1412,SIGNATURE AT LEWIS,"SIGNATURE AT LEWIS, Singapore",2.1,2.1
1413,SIGNATURE AT YISHUN,"SIGNATURE AT YISHUN, Singapore",2.1,2.1
1417,SILVERSCAPE,"SILVERSCAPE, Singapore",3,3
1418,SILVERSEA,"SILVERSEA, Singapore",2.1,2.1
1419,SIMEI GREEN CONDOMINIUM,"SIMEI GREEN CONDOMINIUM, Singapore",1.6,1.6
1420,SIMON PLAZA,"SIMON PLAZA, Singapore",2.8,2.8
1421,SIMS AVENUE,"SIMS AVENUE, Singapore",2.8,2.8
1422,SIMS DORADO,"SIMS DORADO, Singapore",2.8,2.8
1423,SIMS EDGE,"SIMS EDGE, Singapore",2.8,2.8
1424,SIMS GREEN,"SIMS GREEN, Singapore",2.1,2.1
1425,SIMS MEADOWS,"SIMS MEADOWS, Singapore",3,3
1426,SIMS POINT,"SIMS POINT, Singapore",2.8,2.8
1427,SIMS RESIDENCES,"SIMS RESIDENCES, Singapore",3,3
1428,SIMS URBAN OASIS,"SIMS URBAN OASIS, Singapore",2.8,2.8
1429,SIMSVILLE,"SIMSVILLE, Singapore",2.8,2.8
1430,SIN MING PLAZA,"SIN MING PLAZA, Singapore",2.8,2.8
1431,SING LIAN BUILDING,"SING LIAN BUILDING, Singapore",3.4,3
1433,SINGA HILLS,"SINGA HILLS, Singapore",3.5,3
1435,SIXTH AVENUE CENTRE,"SIXTH AVENUE CENTRE, Singapore",2.8,2.8
1436,SIXTH AVENUE VILLE,"SIXTH AVENUE VILLE, Singapore",3,3
1437,SKIES MILTONIA,"SKIES MILTONIA, Singapore",3,3
1439,SKY @ ELEVEN,"SKY @ ELEVEN, Singapore",3,3
1440,SKY GREEN,"SKY GREEN, Singapore",3,3
1441,SKY HABITAT,"SKY HABITAT, Singapore",1.4,1.4
1442,SKY VUE,"SKY VUE, Singapore",1.4,1.4
1444,SKYLINE @ ORCHARD BOULEVARD,"SKYLINE @ ORCHARD BOULEVARD, Singapore",1.6,1.6
1445,SKYLINE RESIDENCES,"SKYLINE RESIDENCES, Singapore",1.4,1.4
1446,SKYPARK,"SKYPARK, Singapore",2.1,2.1
1447,SKYPARK RESIDENCES,"SKYPARK RESIDENCES, Singapore",3,3
1448,SKYSUITES 17,"SKYSUITES 17, Singapore",2.8,2.8
1451,SOL ACRES,"SOL ACRES, Singapore",1.4,1.4
1453,SOMMERVILLE LOFT,"SOMMERVILLE LOFT, Singapore",1.4,1.4
1454,SOMMERVILLE PARK,"SOMMERVILLE PARK, Singapore",1.4,1.4
1455,SOMMERVILLE REGENCY,"SOMMERVILLE REGENCY, Singapore",1.4,1.4
1456,SONG LANG GREEN,"SONG LANG GREEN, Singapore",2.1,2.1
1460,SPANISH VILLAGE,"SPANISH VILLAGE, Singapore",1.4,1.4
1461,SPAZIO @ KOVAN,"SPAZIO @ KOVAN, Singapore",1.4,1.4
1462,SPOTTISWOODE 18,"SPOTTISWOODE 18, Singapore",1.4,1.4
1463,SPOTTISWOODE RESIDENCES,"SPOTTISWOODE RESIDENCES, Singapore",1.4,1.4
1464,SPOTTISWOODE SUITES,"SPOTTISWOODE SUITES, Singapore",2.8,2.8
1465,SPRING @ KATONG,"SPRING @ KATONG, Singapore",2.8,2.8
1466,SPRING @ LANGSAT,"SPRING @ LANGSAT, Singapore",2.8,2.8
1468,SPRING GROVE,"SPRING GROVE, Singapore",2.8,2.8
1470,SPRING RESIDENCES,"SPRING RESIDENCES, Singapore",1.4,1.4
1471,SPRINGVALE,"SPRINGVALE, Singapore",3,3
1474,ST PATRICK'S LOFT,"ST PATRICK'S LOFT, Singapore",1.4,1.4
1475,ST PATRICK'S RESIDENCES,"ST PATRICK'S RESIDENCES, Singapore",2.8,2.8
1477,ST THOMAS SUITES,"ST THOMAS SUITES, Singapore",3,3
1478,ST. FRANCIS LODGE,"ST. FRANCIS LODGE, Singapore",1.4,1.4
1479,ST. MARTIN RESIDENCE,"ST. MARTIN RESIDENCE, Singapore",1.4,1.4
1481,STADIA,"STADIA, Singapore",1.4,1.4
1482,STARLIGHT SUITES,"STARLIGHT SUITES, Singapore",1.4,1.4
1483,STARPOINT,"STARPOINT, Singapore",1.4,1.4
1484,STARS OF KOVAN,"STARS OF KOVAN, Singapore",1.6,1.6
1485,STARVILLE,"STARVILLE, Singapore",1.6,1.6
1486,STELLAR RV,"STELLAR RV, Singapore",1.6,1.6
1488,STEVENS LOFT,"STEVENS LOFT, Singapore",1.6,1.6
1490,STEVENS SUITES,"STEVENS SUITES, Singapore",2.8,2.8
1491,STILL 123,"STILL 123, Singapore",2.8,2.8
1492,STILL MANSIONS,"STILL MANSIONS, Singapore",2.8,2.8
1493,STILLZ RESIDENCE,"STILLZ RESIDENCE, Singapore",1.4,1.4
1496,STRATA,"STRATA, Singapore",1.4,1.4
1497,STRATUM,"STRATUM, Singapore",2.1,2.1
1500,STUDIOS @ MARNE,"STUDIOS @ MARNE, Singapore",2.1,2.1
1501,STUDIOS@TEMBELING,"STUDIOS@TEMBELING, Singapore",2.1,2.1
1502,STURDEE RESIDENCES,"STURDEE RESIDENCES, Singapore",2.1,2.1
1503,STURDEE VIEW,"STURDEE VIEW, Singapore",1.4,1.4
1505,SUI GENERIS,"SUI GENERIS, Singapore",2.8,2.8
1506,SUITES 123,"SUITES 123, Singapore",1.99,2.1
1507,SUITES @ AMBER,"SUITES @ AMBER, Singapore",4.2,3
1508,SUITES @ BRADDELL,"SUITES @ BRADDELL, Singapore",1.4,1.4
1509,SUITES @ CHANGI,"SUITES @ CHANGI, Singapore",1.4,1.4
1511,SUITES @ EUNOS,"SUITES @ EUNOS, Singapore",1.4,1.4
1512,SUITES @ GUILLEMARD,"SUITES @ GUILLEMARD, Singapore",1.4,1.4
1513,SUITES @ KATONG,"SUITES @ KATONG, Singapore",1.4,1.4
1514,SUITES @ KOVAN,"SUITES @ KOVAN, Singapore",1.4,1.4
1515,SUITES @ NEWTON,"SUITES @ NEWTON, Singapore",1.4,1.4
1516,SUITES @ OWEN,"SUITES @ OWEN, Singapore",1.4,1.4
1517,SUITES @ PAYA LEBAR,"SUITES @ PAYA LEBAR, Singapore",1.4,1.4
1518,SUITES @ SHREWSBURY,"SUITES @ SHREWSBURY, Singapore",2.8,2.8
1519,SUITES @ SIMS,"SUITES @ SIMS, Singapore",1.4,1.4
1520,SUITES @ SURREY,"SUITES @ SURREY, Singapore",2.8,2.8
1524,SUITES@BRADDELL,"SUITES@BRADDELL, Singapore",2.1,2.1
1525,SUMMER GREEN,"SUMMER GREEN, Singapore",3,3
1527,SUMMERDALE,"SUMMERDALE, Singapore",1.4,1.4
1529,SUN PLAZA,"SUN PLAZA, Singapore",1.4,1.4
1534,SUNFLOWER GRANDEUR,"SUNFLOWER GRANDEUR, Singapore",1.4,1.4
1535,SUNFLOWER LODGE,"SUNFLOWER LODGE, Singapore",1.4,1.4
1538,SUNFLOWER RESIDENCE,"SUNFLOWER RESIDENCE, Singapore",1.4,1.4
1540,SUNGEI TENGAH LODGE,"SUNGEI TENGAH LODGE, Singapore",1.4,1.4
1541,SUNGLADE,"SUNGLADE, Singapore",1.4,1.4
1542,SUNHAVEN,"SUNHAVEN, Singapore",1.4,1.4
1543,SUNNY LODGE,"SUNNY LODGE, Singapore",3,3
1544,SUNNY PALMS,"SUNNY PALMS, Singapore",1.6,1.6
1545,SUNNY PARC,"SUNNY PARC, Singapore",2.8,2.8
1547,SUNRISE GARDENS,"SUNRISE GARDENS, Singapore",1.4,1.4
1548,SUNSET LODGE,"SUNSET LODGE, Singapore",1.4,1.4
1550,SUNSHINE GROVE,"SUNSHINE GROVE, Singapore",2.8,2.8
1551,SUNSHINE LODGE,"SUNSHINE LODGE, Singapore",2.8,2.8
1552,SUNSHINE LOFT,"SUNSHINE LOFT, Singapore",2.3,2.1
1558,SYLVAN LODGE,"SYLVAN LODGE, Singapore",1.4,1.4
1560,TAIPAN GRAND,"TAIPAN GRAND, Singapore",2.8,2.8
1563,TAN TONG MENG TOWER,"TAN TONG MENG TOWER, Singapore",2.8,2.8
1564,TANAH MERAH MANSION,"TANAH MERAH MANSION, Singapore",2.8,2.8
1565,TANAMERA CREST,"TANAMERA CREST, Singapore",2.8,2.8
1566,TANGERINE GROVE,"TANGERINE GROVE, Singapore",2.8,2.8
1568,TANGLIN HILL MEADOWS,"TANGLIN HILL MEADOWS, Singapore",2.8,2.8
1569,TANGLIN PARK,"TANGLIN PARK, Singapore",3,3
1570,TANGLIN REGENCY,"TANGLIN REGENCY, Singapore",3,3
1573,TELOK BLANGAH HOUSE,"TELOK BLANGAH HOUSE, Singapore",2.8,2.8
1575,TELOK KURAU MANSION,"TELOK KURAU MANSION, Singapore",3,3
1577,TELOK MANSION,"TELOK MANSION, Singapore",1.62,1.6
1579,TEMBELING CENTRE,"TEMBELING CENTRE, Singapore",2.1,2.1
1585,TEN @ SUFFOLK,"TEN @ SUFFOLK, Singapore",2.8,2.8
1586,TERESA VILLE,"TERESA VILLE, Singapore",3,3
1588,TERRASSE,"TERRASSE, Singapore",2.1,2.1
1591,TEXTILE CENTRE,"TEXTILE CENTRE, Singapore",4.9,3
1595,THE ADARA,"THE ADARA, Singapore",4.9,3
1596,THE ALCOVE,"THE ALCOVE, Singapore",2.8,2.8
1597,THE AMARELLE,"THE AMARELLE, Singapore",2.8,2.8
1599,THE AMBROSIA,"THE AMBROSIA, Singapore",2.8,2.8
1601,THE AMERY,"THE AMERY, Singapore",1.4,1.4
1602,THE AMORE,"THE AMORE, Singapore",3,3
1603,THE AMSTON,"THE AMSTON, Singapore",3.5,3
1604,THE ANSLEY,"THE ANSLEY, Singapore",1.4,1.4
1605,THE ARC AT DRAYCOTT,"THE ARC AT DRAYCOTT, Singapore",1.6,1.6
1608,THE ARMADALE,"THE ARMADALE, Singapore",1.4,1.4
1609,THE ARTE,"THE ARTE, Singapore",3,3
1611,THE ASTON,"THE ASTON, Singapore",1.6,1.6
1612,THE ATELIER,"THE ATELIER, Singapore",3,3
1613,THE ATRIA AT MEYER,"THE ATRIA AT MEYER, Singapore",2.8,2.8
1614,THE AXIS,"THE AXIS, Singapore",1.4,1.4
1615,THE AZURE,"THE AZURE, Singapore",1.4,1.4
1618,THE BALMORAL,"THE BALMORAL, Singapore",1.4,1.4
1619,THE BALMORAL SPRING,"THE BALMORAL SPRING, Singapore",1.6,1.6
1620,THE BAYRON,"THE BAYRON, Singapore",3,3
1622,THE BEACON,"THE BEACON, Singapore",2.8,2.8
1623,THE BEACON EDGE,"THE BEACON EDGE, Singapore",1.4,1.4
1624,THE BEAUMONT,"THE BEAUMONT, Singapore",1.4,1.4
1625,THE BECCAGAYLE,"THE BECCAGAYLE, Singapore",2.8,2.8
1626,THE BELLEFORTE,"THE BELLEFORTE, Singapore",2.8,2.8
1627,THE BELMONT,"THE BELMONT, Singapore",2.8,2.8
1628,THE BELVEDERE,"THE BELVEDERE, Singapore",1.4,1.4
1630,THE BEVERLY,"THE BEVERLY, Singapore",2.8,2.8
1631,THE BOTANIC ON LLOYD,"THE BOTANIC ON LLOYD, Singapore",1.4,1.4
1633,THE BOUTIQ,"THE BOUTIQ, Singapore",2.8,2.8
1634,THE BROOKS I,"THE BROOKS I, Singapore",3,3
1635,THE BROWNSTONE,"THE BROWNSTONE, Singapore",2.1,2.1
1637,THE CALLISTA,"THE CALLISTA, Singapore",2.8,2.8
1639,THE CALYPSO,"THE CALYPSO, Singapore",1.4,1.4
1640,THE CANOPY,"THE CANOPY, Singapore",1.4,1.4
1643,THE CARPMAELINA,"THE CARPMAELINA, Singapore",1.4,1.4
1644,THE CASCADIA,"THE CASCADIA, Singapore",1.4,1.4
1645,THE CASSANDRA,"THE CASSANDRA, Singapore",1.4,1.4
1647,THE CENTRIO,"THE CENTRIO, Singapore",1.4,1.4
1648,THE CENTRIS,"THE CENTRIS, Singapore",1.4,1.4
1649,THE CHAMPAGNE,"THE CHAMPAGNE, Singapore",2.8,2.8
1650,THE CHUAN,"THE CHUAN, Singapore",1.4,1.4
1651,THE CITRINE,"THE CITRINE, Singapore",2.1,2.1
1653,THE CLAYMORE,"THE CLAYMORE, Singapore",3,3
1654,THE CLAYTON,"THE CLAYTON, Singapore",3,3
1655,THE CLEARWATER,"THE CLEARWATER, Singapore",1.4,1.4
1656,THE CLEMENT CANOPY,"THE CLEMENT CANOPY, Singapore",3.5,3
1658,THE CLYDESWOOD,"THE CLYDESWOOD, Singapore",2.8,2.8
1659,THE COAST AT SENTOSA COVE,"THE COAST AT SENTOSA COVE, Singapore",2.8,2.8
1660,THE COLONNADE,"THE COLONNADE, Singapore",1.6,1.6
1661,THE COMMODORE,"THE COMMODORE, Singapore",3,3
1662,THE CORNWALL,"THE CORNWALL, Singapore",2.8,2.8
1664,THE COTERIE @ HOLLAND,"THE COTERIE @ HOLLAND, Singapore",1.4,1.4
1665,THE COTZ,"THE COTZ, Singapore",1.4,1.4
1666,THE COURTYARD,"THE COURTYARD, Singapore",1.4,1.4
1667,THE CREEK @ BUKIT,"THE CREEK @ BUKIT, Singapore",1.4,1.4
1668,THE CREST,"THE CREST, Singapore",3,3
1670,THE CRITERION,"THE CRITERION, Singapore",2.8,2.8
1671,THE DAFFODIL,"THE DAFFODIL, Singapore",3,3
1672,THE DAIRY FARM,"THE DAIRY FARM, Singapore",1.4,1.4
1673,THE DEW,"THE DEW, Singapore",1.4,1.4
1674,THE DRAYCOTT,"THE DRAYCOTT, Singapore",3,3
1677,THE EDEN AT TAMPINES,"THE EDEN AT TAMPINES, Singapore",2.8,2.8
1679,THE EDGEWATER,"THE EDGEWATER, Singapore",3,3
1681,THE ELEMENT @ STEVENS,"THE ELEMENT @ STEVENS, Singapore",1.4,1.4
1682,THE ELYSIA,"THE ELYSIA, Singapore",1.4,1.4
1683,THE EQUATORIAL,"THE EQUATORIAL, Singapore",2.8,2.8
1687,THE ESTIVA,"THE ESTIVA, Singapore",1.4,1.4
1688,THE ESTRELLA,"THE ESTRELLA, Singapore",2.8,2.8
1689,THE ESTUARY,"THE ESTUARY, Singapore",2.8,2.8
1690,THE FERNHILL,"THE FERNHILL, Singapore",2.8,2.8
1691,THE FLORAVALE,"THE FLORAVALE, Singapore",2.8,2.8
1692,THE FLORENTINE,"THE FLORENTINE, Singapore",2.8,2.8
1693,THE FLORIDA,"THE FLORIDA, Singapore",2.8,2.8
1695,THE FORD @ HOLLAND,"THE FORD @ HOLLAND, Singapore",1.6,1.6
1696,THE FORESTA @ MOUNT FABER,"THE FORESTA @ MOUNT FABER, Singapore",1.4,1.4
1697,THE GALE,"THE GALE, Singapore",1.4,1.4
1698,THE GARDEN RESIDENCES,"THE GARDEN RESIDENCES, Singapore",1.4,1.4
1699,THE GARDENS AT BISHAN,"THE GARDENS AT BISHAN, Singapore",1.4,1.4
1700,THE GERANIUM,"THE GERANIUM, Singapore",1.4,1.4
1702,THE GLADES,"THE GLADES, Singapore",1.4,1.4
1704,THE GLYNDEBOURNE,"THE GLYNDEBOURNE, Singapore",1.4,1.4
1705,THE GRANDHILL,"THE GRANDHILL, Singapore",1.4,1.4
1708,THE GREENWICH,"THE GREENWICH, Singapore",1.4,1.4
1709,THE HACIENDA,"THE HACIENDA, Singapore",1.4,1.4
1711,THE HERMITAGE,"THE HERMITAGE, Singapore",1.6,1.6
1712,THE HILLFORD,"THE HILLFORD, Singapore",1.4,1.4
1713,THE HOLLAND COLLECTION,"THE HOLLAND COLLECTION, Singapore",2.8,2.8
1714,THE HORIZON,"THE HORIZON, Singapore",1.4,1.4
