,Condo Name,Address
1891,TIONG BAHRU ESTATE,"TIONG BAHRU ESTATE, Singapore"
1895,TOMLINSON HEIGHTS,"TOMLINSON HEIGHTS, Singapore"
1896,TOP TEN,"TOP TEN, Singapore"
1897,TOPAZ MANSIONS,"TOPAZ MANSIONS, Singapore"
1899,TOWNHOUSE APARTMENTS,"TOWNHOUSE APARTMENTS, Singapore"
1900,TRE RESIDENCES,"TRE RESIDENCES, Singapore"
1901,TREASURE AT TAMPINES,"TREASURE AT TAMPINES, Singapore"
1903,TREASURE LOFT,"TREASURE LOFT, Singapore"
1905,TREASURE ON BALMORAL,"TREASURE ON BALMORAL, Singapore"
1906,TREASURE PLACE,"TREASURE PLACE, Singapore"
1907,TREASURES @ G20,"TREASURES @ G20, Singapore"
1908,TREE HOUSE,"TREE HOUSE, Singapore"
1910,TREETOPS EXECUTIVE RESIDENCES,"TREETOPS EXECUTIVE RESIDENCES, Singapore"
1911,TRELLIS TOWERS,"TRELLIS TOWERS, Singapore"
1912,TRENDALE TOWER,"TRENDALE TOWER, Singapore"
1913,TRESALVEO,"TRESALVEO, Singapore"
1914,TREVISTA,"TREVISTA, Singapore"
1915,TREVOSE PARK,"TREVOSE PARK, Singapore"
1917,TRILIGHT,"TRILIGHT, Singapore"
1918,TRILIVE,"TRILIVE, Singapore"
1919,TROPICAL SPRING,"TROPICAL SPRING, Singapore"
1922,TROPIKA EAST,"TROPIKA EAST, Singapore"
1923,TURQUOISE,"TURQUOISE, Singapore"
1924,TWENTYONE ANGULLIA PARK,"TWENTYONE ANGULLIA PARK, Singapore"
1925,TWIN FOUNTAINS,"TWIN FOUNTAINS, Singapore"
1926,TWIN HEIGHTS,"TWIN HEIGHTS, Singapore"
1927,TWIN PEAKS,"TWIN PEAKS, Singapore"
1928,TWIN REGENCY,"TWIN REGENCY, Singapore"
1929,TWIN VEW,"TWIN VEW, Singapore"
1930,TWIN WATERFALLS,"TWIN WATERFALLS, Singapore"
1931,TYRWHITT 139,"TYRWHITT 139, Singapore"
1933,UNI BUILDING,"UNI BUILDING, Singapore"
1934,UNIT 8,"UNIT 8, Singapore"
1937,URBAN EDGE @ HOLLAND V,"URBAN EDGE @ HOLLAND V, Singapore"
1938,URBAN LOFTS,"URBAN LOFTS, Singapore"
1939,URBAN RESIDENCES,"URBAN RESIDENCES, Singapore"
1941,URBAN SUITES,"URBAN SUITES, Singapore"
1942,URBAN VISTA,"URBAN VISTA, Singapore"
1943,URBANA,"URBANA, Singapore"
1944,VA RESIDENCES,"VA RESIDENCES, Singapore"
1945,VACANZA @ EAST,"VACANZA @ EAST, Singapore"
1947,VALLEY MANSION,"VALLEY MANSION, Singapore"
1948,VALLEY PARK,"VALLEY PARK, Singapore"
1951,VENEZIO,"VENEZIO, Singapore"
1952,VENTANA,"VENTANA, Singapore"
1953,VENTUNO BALMORAL,"VENTUNO BALMORAL, Singapore"
1955,VERANDA,"VERANDA, Singapore"
1956,VERDUN HOUSE,"VERDUN HOUSE, Singapore"
1957,VERDURE,"VERDURE, Singapore"
1958,VERSAILLES,"VERSAILLES, Singapore"
1960,VERTIS,"VERTIS, Singapore"
1961,VIBES @ EAST COAST,"VIBES @ EAST COAST, Singapore"
1962,VIBES @ KOVAN,"VIBES @ KOVAN, Singapore"
1964,VICENTA LODGE,"VICENTA LODGE, Singapore"
1965,VICTORY 8,"VICTORY 8, Singapore"
1966,VICTORY HEIGHTS,"VICTORY HEIGHTS, Singapore"
1967,VIDA,"VIDA, Singapore"
1968,VIENTO,"VIENTO, Singapore"
1969,VIIO @ BALESTIER,"VIIO @ BALESTIER, Singapore"
1970,VILLA AZURA,"VILLA AZURA, Singapore"
1971,VILLA CHANCERITA,"VILLA CHANCERITA, Singapore"
1972,VILLA CHANCERY,"VILLA CHANCERY, Singapore"
1973,VILLA DE WEST,"VILLA DE WEST, Singapore"
1975,VILLA DES FLORES,"VILLA DES FLORES, Singapore"
1976,VILLA MARINA,"VILLA MARINA, Singapore"
1979,VILLAGE @ PASIR PANJANG,"VILLAGE @ PASIR PANJANG, Singapore"
1980,VILLAGE TOWER,"VILLAGE TOWER, Singapore"
1981,VILLAS LAGUNA,"VILLAS LAGUNA, Singapore"
1982,VILLE ROYALE,"VILLE ROYALE, Singapore"
1983,VINA LODGE,"VINA LODGE, Singapore"
1984,VISTA GARDEN,"VISTA GARDEN, Singapore"
1985,VISTA PARK,"VISTA PARK, Singapore"
1986,VISTA RESIDENCES,"VISTA RESIDENCES, Singapore"
1988,VIVA,"VIVA, Singapore"
1989,VIVA VISTA,"VIVA VISTA, Singapore"
1990,VIVACE,"VIVACE, Singapore"
1991,VIZ AT HOLLAND,"VIZ AT HOLLAND, Singapore"
1992,VOGX,"VOGX, Singapore"
1993,VOLARI,"VOLARI, Singapore"
1995,WAI WING CENTRE,"WAI WING CENTRE, Singapore"
1996,WAN THO LODGE,"WAN THO LODGE, Singapore"
1998,WARNER COURT,"WARNER COURT, Singapore"
1999,WATERBANK AT DAKOTA,"WATERBANK AT DAKOTA, Singapore"
2000,WATERBAY,"WATERBAY, Singapore"
2001,WATERCOLOURS,"WATERCOLOURS, Singapore"
2002,WATERFALL GARDENS,"WATERFALL GARDENS, Singapore"
2003,WATERFORD RESIDENCE,"WATERFORD RESIDENCE, Singapore"
2004,WATERFRONT @ FABER,"WATERFRONT @ FABER, Singapore"
2005,WATERFRONT GOLD,"WATERFRONT GOLD, Singapore"
2006,WATERFRONT ISLE,"WATERFRONT ISLE, Singapore"
2007,WATERFRONT KEY,"WATERFRONT KEY, Singapore"
2008,WATERFRONT WAVES,"WATERFRONT WAVES, Singapore"
2010,WATERVIEW,"WATERVIEW, Singapore"
2011,WATERWOODS,"WATERWOODS, Singapore"
2012,WEMBLY RESIDENCES,"WEMBLY RESIDENCES, Singapore"
2013,WEST BAY CONDOMINIUM,"WEST BAY CONDOMINIUM, Singapore"
2014,WESTCOVE CONDOMINIUM,"WESTCOVE CONDOMINIUM, Singapore"
2016,WESTMERE,"WESTMERE, Singapore"
2017,WESTPEAK,"WESTPEAK, Singapore"
2018,WESTPOINT CONDOMINIUM,"WESTPOINT CONDOMINIUM, Singapore"
2019,WESTWOOD RESIDENCES,"WESTWOOD RESIDENCES, Singapore"
2022,WHITEWATER,"WHITEWATER, Singapore"
2025,WILLYN VILLE,"WILLYN VILLE, Singapore"
2026,WINDY HEIGHTS,"WINDY HEIGHTS, Singapore"
2028,WING FONG MANSIONS,"WING FONG MANSIONS, Singapore"
2029,WING ON LIFE GARDEN,"WING ON LIFE GARDEN, Singapore"
2031,WOODGROVE CONDOMINIUM,"WOODGROVE CONDOMINIUM, Singapore"
2032,WOODHAVEN,"WOODHAVEN, Singapore"
2033,WOODSVALE,"WOODSVALE, Singapore"
2034,WOODSVILLE 28,"WOODSVILLE 28, Singapore"
2035,WOODSVILLE CLOSE,"WOODSVILLE CLOSE, Singapore"
2037,WORTHINGTON,"WORTHINGTON, Singapore"
2040,YGK GARDEN,"YGK GARDEN, Singapore"
2042,YINCHUAN BUILDING,"YINCHUAN BUILDING, Singapore"
2044,YISHUN EMERALD,"YISHUN EMERALD, Singapore"
2045,YISHUN SAPPHIRE,"YISHUN SAPPHIRE, Singapore"
2046,YONG AN PARK,"YONG AN PARK, Singapore"
2047,YONG SIAK COURT,"YONG SIAK COURT, Singapore"
2048,YONG SIAK STREET,"YONG SIAK STREET, Singapore"
2049,YONG SIAK VIEW,"YONG SIAK VIEW, Singapore"
2050,ZEDGE,"ZEDGE, Singapore"
2051,ZENITH,"ZENITH, Singapore"
