Index,Condo Name,Address,Postal Code
1302,ROBIN SUITES,"25 Robin Road, 258203",258203
1303,ROCCA BALESTIER,"221 Balestier Road, 329928",329928
1304,ROCHDALE ROAD,"11 Rochdale Road, 535824",535824
1305,ROCHELLE AT NEWTON,"188 Keng Lee Road, 308414",308414
1306,ROSALIA PARK,"36 Lorong Ong Lye, 536406",536406
1307,ROSE COURT,"17 Rose Lane, 437377",437377
1308,ROSE MAISON,"10 Haig Avenue, 438865",438865
1309,ROSE VILLE,"2 Rose Lane, 437384",437384
1310,ROSELANE COURT,"6 Rose Lane, 437364",437364
1311,ROSEVALE,"32 Lincoln Road, 308362",308362
1312,ROSEWOOD,"1 Rosewood Drive, 737934",737934
1313,ROSEWOOD SUITES,"61 Rosewood Drive, 737873",737873
1314,ROSYTH LODGE,"5 Rosyth Road, 546143",546143
1315,ROSYTH RESIDENCE,"37 Rosyth Road, 5462",546200
1316,ROSYTH VILLE,"3 Rosyth Road, 546134",546134
1317,ROYAL COURT,"3 Jalan Rajawali, 598436",598436
1318,ROYAL PALM MANSIONS,"330 Pasir Panjang Road, 118655",118655
1319,ROYALE MANSIONS,"5 Pulasan Road, 424373",424373
1320,ROYCE RESIDENCES,"8 Lorong 6 Geylang, 399242",399242
1321,RV EDGE,"2 Shanghai Road, 248209",248209
1322,RV RESIDENCES,"461 River Valley Road, 248346",248346
1323,RV SUITES,"396 River Valley Road, 248289",248289
1324,RYMDEN 77,"77 Lorong H Telok Kurau, 426094",426094
1325,SAI HO BUILDING,"777 Upper Serangoon Road, 534645",534645
1326,SALLIM LODGE,"20 Sallim Road, 387635",387635
1327,SAM KIANG MANSIONS,"23 Saint Thomas Walk, 238108",238108
1328,SAM LEONG MANSION,"21 Sam Leong Road, 207912",207912
1329,SANCTUARY @ 813,"813 Upper Serangoon Road, 534085",534085
1330,SANDY EIGHT,"8 Sandy Lane, 437324",437324
1331,SANDY PALM,"163 Jalan Loyang Besar, 509413",509413
1332,SAPPHIRE COURT,"62 Lorong K Telok Kurau, 425672",425672
1333,SARHAD VILLE,"45 Lorong Sarhad, 119161",119161
1334,SARKIES GARDENS,"7 Sarkies Road, 258127",258127
1335,SARKIES GREEN,"10 Sarkies Road, 258129",258129
1336,SARKIES MANSIONS,"9 Sarkies Road, 258128",258128
1337,SAVANNAH CONDOPARK,"31 Simei Rise, 528779",528779
1338,SCENIC HEIGHTS,"245 Balestier Road, 329929",329929
1339,SCK VILLE,"2 Haig Avenue, 43884",438840
1340,SCOTTS 28,"28 Scotts Road, 228223",228223
1341,SCULPTURA ARDMORE,"8 Ardmore Park, 259963",259963
1342,SEA AVENUE MANSIONS,"24 Sea Avenue, 424244",424244
1343,SEA AVENUE RESIDENCES,"11 Sea Avenue, 424228",424228
1344,SEA ESTA,"26 Pasir Ris Link, 518145",518145
1345,SEA HORIZON,"1 Pasir Ris Rise, 51808",518080
1346,SEAHILL,"93 West Coast Crescent, 126764",126764
1347,SEASCAPE,"55 Cove Way, 98307",98307
1348,SEASONS PARK,"491 Yio Chu Kang Road, 787078",787078
1349,SEASONS VIEW,"5 Pemimpin Drive, 576149",576149
1350,SEASTRAND,"11 Pasir Ris Link, 51818",518185
1351,SEASUITES,"252 Pasir Panjang Road, 118617",118617
1352,SEAVIEW POINT,"15 Amber Road, 439865",439865
1353,SELANTING GREEN,"1 Jalan Selanting, 598368",598368
1354,SELEGIE COURT,"145 Selegie Road, 188312",188312
1355,SELETAR PARK RESIDENCE,"17 Seletar Road, 807019",807019
1356,SELETAR SPRINGS CONDOMINIUM,"100 Gerald Drive, 798592",798592
1357,SELETARIS,"501 Sembawang Road, 757706",757706
1358,SEMBAWANG COTTAGE,"369 Sembawang Road, 758382",758382
1359,SEMBAWANG GARDEN ARCADE,"1 Sembong Road, 758326",758326
1360,SERAYA 9,"9 Seraya Lane, 437276",437276
1361,SERAYA BREEZE,"3 Seraya Road, 437235",437235
1362,SERAYA COURT,"10 Seraya Lane, 437277",437277
1363,SERAYA LODGE,"21 Seraya Road, 437257",437257
1364,SERAYA VILLE,"11 Seraya Lane, 437278",437278
1365,SERENITY BREEZE,"98 Lorong J Telok Kurau, 425927",425927
1366,SETIA RESIDENCES,"11 Evelyn Road, 309304",309304
1367,SEVEN PALMS SENTOSA COVE,"153 Cove Drive, 98182",98182
1368,SEVENTY SAINT PATRICK'S,"70 St. Patricks Road, 424175",424175
1369,SHAN GATE,"2 Shan Road, 328103",328103
1370,SHANGHAI LODGE,"38 Shanghai Road, 248201",248201
1371,SHANGHAI ONE,"1 Shanghai Road, 24818",248180
1372,SHANGHAI ROAD,"7 Shanghai Road, 248181",248181
1373,SHAW PLAZA - TWIN HEIGHTS,"350 Balestier Road, 329779",329779
1374,SHEARES VILLE,"9 Holt Road, 249446",249446
1375,SHEBA LODGE,"28 Carpmael Road, 429777",429777
1376,SHELFORD COURT,"23 Shelford Road, 288413",288413
1377,SHELFORD GREEN,"9 Shelford Road, 288352",288352
1378,SHELFORD MANSIONS,"27 Shelford Road, 288421",288421
1379,SHELFORD REGENCY,"65 Shelford Road, 288455",288455
1380,SHELFORD VIEW,"26 Shelford Road, 28842",288420
1381,SHERIDAN COURT,"80 Lorong N Telok Kurau, 42523",425234
1382,SHERWOOD CONDOMINIUM,"169 Jalan Jurong Kechil, 598669",598669
1383,SHIRO,"38 Lorong H Telok Kurau, 426025",426025
1384,SHREWSBURY ROAD,"2 Shrewsbury Road, 307807",307807
1385,SIGLAP COURT,"8 Siglap Road, 455839",455839
1386,SIGLAP LODGE,"95 Upper East Coast Road, 455231",455231
1387,SIGLAP V,"2 First Street, 458278",458278
1388,SIGNATURE AT LEWIS,"1 Lewis Road, 258617",258617
1389,SIGNATURE AT YISHUN,"29 Yishun Street 51, 767989",767989
1390,SIGNATURE CREST,"9 Gray Lane, 438951",438951
1391,SIGNATURE RESIDENCE,"11 Green Lane, 438916",438916
1392,SILAHIS APARTMENTS,"121 Lorong K Telok Kurau, 425762",425762
1393,SILVERSCAPE,"39 Lorong 32 Geylang, 398299",398299
1394,SILVERSEA,"46 Marine Parade Road, 449305",449305
1395,SIMEI GREEN CONDOMINIUM,"1 Simei Street 4, 529861",529861
1396,SIMON PLAZA,"2 Kovan Road, 548008",548008
1397,SIMS AVENUE,"24 Sims Avenue, 387406",387406
1398,SIMS DORADO,"11 Lorong 39 Geylang, 387869",387869
1399,SIMS EDGE,"1 Geylang East Avenue 2, 38976",389760
1400,SIMS GREEN,"7 Lorong 27a Geylang, 388133",388133
1401,SIMS MEADOWS,"8 Lorong 33 Geylang, 387977",387977
1402,SIMS POINT,"4 Lorong 19 Geylang, 388489",388489
1403,SIMS RESIDENCES,"8 Lorong 39 Geylang, 387882",387882
1404,SIMS URBAN OASIS,"2 Sims Drive, 387386",387386
1405,SIMSVILLE,"2 Geylang East Avenue 2, 389754",389754
1406,SIN MING PLAZA,"2 Sin Ming Road, 575583",575583
1407,SING LIAN BUILDING,"386 Changi Road, 419835",419835
1408,SINGA COURT,"31 Jalan Singa, 418108",418108
1409,SINGA HILLS,"33 Jalan Singa, 418109",418109
1410,SIXTEEN35 RESIDENCES,"16 Lorong 35 Geylang, 387946",387946
1411,SIXTH AVENUE CENTRE,"805 Bukit Timah Road, 279883",279883
1412,SIXTH AVENUE VILLE,"43 Sixth Avenue, 276484",276484
1413,SKIES MILTONIA,"3 Miltonia Close, 768049",768049
1414,SKT MANSIONS,"38 Lorong 25 Geylang, 388307",388307
1415,SKY @ ELEVEN,"5 Thomson Lane, 297724",297724
1416,SKY GREEN,"568 Macpherson Road, 368236",368236
1417,SKY HABITAT,"7 Bishan Street 15, 573908",573908
1418,SKY VUE,"1 Bishan Street 15, 57391",573911
1419,SKYLINE 360 @ ST THOMAS WALK,"70 St. Thomas Walk, 238142",238142
1420,SKYLINE @ ORCHARD BOULEVARD,"23 Angullia Park, 239975",239975
1421,SKYLINE RESIDENCES,"610 Telok Blangah Road, 109025",109025
1422,SKYPARK,"22 Saint Thomas Walk, 238107",238107
1423,SKYPARK RESIDENCES,"19 Sembawang Crescent, 757052",757052
1424,SKYSUITES 17,"17 Jalan Rajah, 329137",329137
1425,SMAILING COURT,"52 Lorong Mydin, 416851",416851
1426,SMART SUITES,"302 Sims Avenue, 387516",387516
1427,SOL ACRES,"8 Choa Chu Kang Grove, 688206",688206
1428,SOMMERVILLE GRANDEUR,"1 Farrer Drive, 259275",259275
1429,SOMMERVILLE LOFT,"7 Sommerville Walk, 358178",358178
1430,SOMMERVILLE PARK,"15 Sommerville Estate Road, 258022",258022
1431,SOMMERVILLE REGENCY,"22 Lorong Selangat, 358716",358716
1432,SONG LANG GREEN,"48 Koon Seng Road, 426983",426983
1433,SPACE @ KOVAN,"9 Yio Chu Kang Road, 545523",545523
1434,SPANISH VILLAGE,"56 Farrer Road, 268844",268844
1435,SPAZIO @ KOVAN,"767 Upper Serangoon Road, 534635",534635
1436,SPOTTISWOODE 18,"18 Spottiswoode Park Road, 88642",88642
1437,SPOTTISWOODE RESIDENCES,"48 Spottiswoode Park Road, 8866",88660
1438,SPOTTISWOODE SUITES,"16 Spottiswoode Park Road, 88661",88661
1439,SPRING @ KATONG,"18 Ceylon Road, 429748",429748
1440,SPRING @ LANGSAT,"5 Langsat Road, 426691",426691
1441,SPRING GARDENS,"141 Haig Road, 438769",438769
1442,SPRING GROVE,"53 Grange Road, 249565",249565
1443,SPRING MANSION,"574 Balestier Road, 329889",329889
1444,SPRING RESIDENCES,"25 Ewe Boon Road, 259329",259329
1445,SPRINGVALE,"907 East Coast Road, 459107",459107
1446,SPRINGWELL MANSIONS,"19 Jalan Haji Salam, 468786",468786
1447,ST FRANCIS COURT,"90 Saint Francis Road, 328071",328071
1448,ST PATRICK'S LOFT,"41 St. Patricks Road, 424164",424164
1449,ST PATRICK'S RESIDENCES,"60 St. Patricks Road, 423467",423467
1451,ST THOMAS SUITES,"33 St. Thomas Walk, 238113",238113
1452,ST. FRANCIS LODGE,"98 St. Francis Road, 328074",328074
1453,ST. MARTIN RESIDENCE,"2 St. Martins Drive, 257989",257989
1454,ST. THOMAS VILLE,"38 St. Thomas Walk, 238118",238118
1455,STADIA,"27 Yio Chu Kang Road, 545542",545542
1456,STARLIGHT SUITES,"11 River Valley Close, 238437",238437
1457,STARPOINT,"319 Pasir Panjang Road, 118653",118653
1458,STARS OF KOVAN,"984 Upper Serangoon Road, 533854",533854
1459,STARVILLE,"60 Lengkong Tiga, 417454",417454
1460,STELLAR RV,"408 River Valley Road, 248306",248306
1461,STEVENS COURT,"88 Stevens Road, 257865",257865
1462,STEVENS LOFT,"6 Stevens Drive, 257902",257902
1463,STEVENS ROAD,"1 Stevens Road, 257813",257813
1464,STEVENS SUITES,"2 Stevens Close, 25794",257940
1465,STILL 123,"123 Langsat Road, 426775",426775
1466,STILL MANSIONS,"2 Still Road, 42395",423950
1467,STILLZ RESIDENCE,"21 Lorong 108 Changi, 426411",426411
1468,STRAITS MANSIONS,"26 Sea Avenue, 424246",424246
1469,STRAITS RESIDENCES,"156 Joo Chiat Place, 427884",427884
1470,STRATA,"1 Essex Road, 309329",309329
1471,STRATUM,"80 Elias Road, 519945",519945
1472,STUDIO 3,"28 Shanghai Road, 248196",248196
1473,STUDIO8,"8 Jalan Ayer, 389144",389144
1474,STUDIOS @ MARNE,"2 Marne Road, 208393",208393
1475,STUDIOS@TEMBELING,"233 Tembeling Road, 423718",423718
1476,STURDEE RESIDENCES,"10 Beatty Road, 209955",209955
1477,STURDEE VIEW,"60 Sturdee Road North, 207851",207851
1478,SUFFOLK PREMIER,"3 Suffolk Road, 307781",307781
1479,SUI GENERIS,"19 Balmoral Crescent, 259916",259916
1480,SUITES 123,"123 Rangoon Road, 218401",218401
1481,SUITES @ AMBER,"30 Amber Road, 439874",439874
1482,SUITES @ BRADDELL,"56 Braddell Road, 359965",359965
1483,SUITES @ CHANGI,"226 Changi Road, 419741",419741
1484,SUITES @ EASTCOAST,"171 Upper East Coast Road, 455273",455273
1485,SUITES @ EUNOS,"1 Jalan Yasin, 417958",417958
1486,SUITES @ GUILLEMARD,"70 Lim Ah Woo Road, 438133",438133
1487,SUITES @ KATONG,"263 Tanjong Katong Road, 43705",437050
1488,SUITES @ KOVAN,"981 Upper Serangoon Road, 534729",534729
1489,SUITES @ NEWTON,"1 Surrey Road, 30774",307740
1490,SUITES @ OWEN,"122 Owen Road, 218926",218926
1491,SUITES @ PAYA LEBAR,"420 Upper Paya Lebar Road, 534049",534049
1492,SUITES @ SHREWSBURY,"84 Shrewsbury Road, 307842",307842
1493,SUITES @ SIMS,"468 Sims Avenue, 387544",387544
1494,SUITES @ SURREY,"6 Surrey Road, 307745",307745
1495,SUITES AT BUKIT TIMAH,"68 Jalan Jurong Kechil, 59618",596180
1496,SUITES TWENTY-TWO,"25 Lorong G Telok Kurau, 426194",426194
1497,SUITES@BRADDELL,"56 Braddell Road, 359965",359965
1498,SUMMER GREEN,"11 Boon Teck Road, 329585",329585
1499,SUMMER SCENT,"11 Kang Choo Bin Road, 548315",548315
1500,SUMMERDALE,"2 Boon Lay Drive, 649925",649925
1501,SUN COURT,"21 Lorong Kilat, 598123",598123
1502,SUN PLAZA,"30 Sembawang Drive, 757713",757713
1503,SUNBIRD VIEW,"183 Sunbird Road, 48722",487220
1504,SUNDANCE SUITES,"12 Duku Place, 429287",429287
1505,SUNDANCE VISTA,"111 Koon Seng Road, 427046",427046
1506,SUNFLOWER COURT,"30 Lorong 6 Geylang, 399182",399182
1507,SUNFLOWER GRANDEUR,"31 Lorong 39 Geylang, 387878",387878
1508,SUNFLOWER LODGE,"9 Lorong 34 Geylang, 398207",398207
1509,SUNFLOWER MANSIONS,"17 Lorong 26 Geylang, 398489",398489
1510,SUNFLOWER REGENCY,"37 Lorong 20 Geylang, 398753",398753
1511,SUNFLOWER RESIDENCE,"45 Lorong 32 Geylang, 398305",398305
1512,SUNFLOWER VIEW,"30 Lorong 36 Geylang, 398162",398162
1513,SUNGEI TENGAH LODGE,"516 Old Choa Chu Kang Road, 698607",698607
1514,SUNGLADE,"1 Serangoon Avenue 2, 55613",556130
1515,SUNHAVEN,"781 Upper Changi Road East, 486069",486069
1516,SUNNY LODGE,"6 Lorong Salleh, 416756",416756
1517,SUNNY PALMS,"65 Lorong G Telok Kurau, 426323",426323
1518,SUNNY PARC,"128 Lorong K Telok Kurau, 425767",425767
1519,SUNNYVALE RESIDENCES,"132 Lorong K Telok Kurau, 42579",425790
1520,SUNRISE GARDENS,"51 Sunrise Avenue, 806745",806745
1521,SUNSET LODGE,"7 Sunset Close, 597522",597522
1522,SUNSHINE GRANDEUR,"63 Lorong K Telok Kurau, 425673",425673
1523,SUNSHINE GROVE,"2 Jalan Labu Merah, 537972",537972
1524,SUNSHINE LODGE,"510 Upper Serangoon Road, 53453",534530
1525,SUNSHINE LOFT,"2 Lorong L Telok Kurau, 4256",425600
1526,SUNSHINE MANSIONS,"289 Joo Chiat Place, 42797",427970
1527,SUNSHINE REGENCY,"11 Rambai Road, 424331",424331
1528,SUNSHINE RESIDENCE,"61 Lorong K Telok Kurau, 425671",425671
1529,SUTTON PLACE,"26 Farrer Road, 26883",268831
1530,SYCAMORE TREE,"2 Fowlie Road, 428505",428505
1531,SYLVAN LODGE,"143 Holland Road, 278575",278575
1532,SYMPHONY SUITES,"1 Yishun Close, 768004",768004
1533,TAIPAN GRAND,"501 Marine Parade Road, 449303",449303
1534,TAIPAN JADE,"1 Rose Lane, 437386",437386
1535,TAIPAN REGENCY,"161 Haig Road, 438772",438772
1536,TAN TONG MENG TOWER,"370 Thomson Road, 298128",298128
1537,TANAH MERAH MANSION,"137 Tanah Merah Kechil Road South, 466671",466671
1538,TANAMERA CREST,"6 Pari Dedap Walk, 48606",486061
1539,TANGERINE GROVE,"3 Paya Lebar Crescent, 534239",534239
1540,TANGLIN HILL CONDOMINIUM,"2 Tanglin Walk, 247876",247876
1541,TANGLIN HILL MEADOWS,"1 Tanglin Hill, 248018",248018
1542,TANGLIN PARK,"1 Ridley Park, 248466",248466
1543,TANGLIN REGENCY,"381 Tanglin Road, 247965",247965
1544,TANGLIN RESIDENCES,"23 Saint Martin's Drive, 258004",258004
1545,TANGLIN VIEW,"150 Prince Charles Crescent, 159012",159012
1546,TELOK BLANGAH HOUSE,"52 Telok Blangah Road, 98829",98829
1547,TELOK KURAU LODGE,"57 Lorong H Telok Kurau, 426065",426065
1548,TELOK KURAU MANSION,"38 Lorong L Telok Kurau, 425445",425445
1549,TELOK KURAU VIEW,"70 Lorong K Telok Kurau, 425687",425687
1550,TELOK MANSION,"233 Telok Kurau Road, 423838",423838
1551,TEMBELINA,"184 Tembeling Road, 423683",423683
1552,TEMBELING CENTRE,"252 Tembeling Road, 423731",423731
1553,TEMBELING COURT,"86 Tembeling Road, 423596",423596
1554,TEMBELING GROVE,"238 Tembeling Road, 423722",423722
1555,TEMBELING LODGE,"196 Tembeling Road, 423691",423691
1556,TEMBELING MANSIONS,"230 Tembeling Road, 423742",423742
1557,TEMBELING RESIDENCE,"246 Tembeling Road, 423725",423725
1558,TEN @ SUFFOLK,"10 Suffolk Road, 307786",307786
1559,TERESA VILLE,"1001 Lower Delta Road, 99307",99307
1560,TERRACE VIEW,"362 Onan Road, 424758",424758
1561,TERRASSE,"21 Terrasse Lane, 544774",544774
1562,TERRENE AT BUKIT TIMAH,"111 Jalan Jurong Kechil, 598674",598674
1563,TESSA LODGE,"831 Mountbatten Road, 437824",437824
1564,TEXTILE CENTRE,"200 Jalan Sultan, 199018",199018
1565,TG MANSION,"87 Lorong H Telok Kurau, 426102",426102
1566,THE ABODE AT DEVONSHIRE,"9 Devonshire Road, 239895",239895
1567,THE ACACIAS,"21 Sommerville Road, 358246",358246
1568,THE ADARA,"9 Chapel Road, 429515",429515
1569,THE ALCOVE,"10 Lorong 27 Geylang, 388199",388199
1570,THE AMARELLE,"49 Lim Ah Woo Road, 438128",438128
1571,THE AMBRA,"97 Lorong H Telok Kurau, 426117",426117
1572,THE AMBROSIA,"106 Lorong N Telok Kurau, 425261",425261
1573,THE AMERALD STUDIO,"1 Seraya Lane, 437297",437297
1574,THE AMERY,"16 Lorong K Telok Kurau, 425612",425612
1575,THE AMORE,"55 Edgedale Plains, 828679",828679
1576,THE AMSTON,"130 Hillview Avenue, 669596",669596
1577,THE ANSLEY,"33 Mandalay Road, 308214",308214
1578,THE ARC AT DRAYCOTT,"5 Draycott Drive, 25942",259420
1579,THE ARCADIA,"235 Arcadia Road, 289843",289843
1580,THE ARIEL,"31 Lorong 105 Changi, 426536",426536
1581,THE ARMADALE,"60 Gilstead Road, 309104",309104
1582,THE ARTE,"21 Jalan Raja Udang, 329215",329215
1583,THE ASTERIA,"9 Martia Road, 424796",424796
1584,THE ASTON,"2 Kay Poh Road, 248973",248973
1585,THE ATELIER,"2 Makeway Avenue, 228599",228599
1586,THE ATRIA AT MEYER,"61 Meyer Road, 437885",437885
1587,THE AXIS,"47 Mandalay Road, 308227",308227
1588,THE AZURE,"203 Ocean Drive, 98583",98583
1589,THE AZZURO,"113 Lorong H Telok Kurau, 42614",426140
1590,THE BALE,"8 Lorong H Telok Kurau, 425991",425991
1591,THE BALMORAL,"14 Balmoral Park, 259846",259846
1592,THE BALMORAL SPRING,"3 Balmoral Crescent, 259888",259888
1593,THE BAYRON,"49 Saint Thomas Walk, 23814",238140
1594,THE BAYSHORE,"22 Bayshore Road, 46997",469976
1595,THE BEACON,"130 Cantonment Road, 89775",89775
1596,THE BEACON EDGE,"250 Tembeling Road, 423728",423728
1597,THE BEAUMONT,"145 Devonshire Road, 239893",239893
1598,THE BECCAGAYLE,"15 Lorong N Telok Kurau, 425142",425142
1599,THE BELLEFORTE,"4 Ah Hood Road, 329973",329973
1600,THE BELMONT,"1 Belmont Road, 269852",269852
1601,THE BELVEDERE,"51 Meyer Road, 437874",437874
1602,THE BENTLY RESIDENCES @ KOVAN,"28 Kovan Road, 544694",544694
1603,THE BEVERLY,"45 Toh Tuck Road, 59672",596720
1604,THE BOTANIC ON LLOYD,"25 Lloyd Road, 239101",239101
1605,THE BOULEVARD RESIDENCE,"6 Cuscaden Walk, 249691",249691
1606,THE BOUTIQ,"145 Killiney Road, 239565",239565
1607,THE BROOKS I,"60 Springside Walk, 78602",786020
1608,THE BROWNSTONE,"160 Canberra Drive, 767999",767999
1609,THE CALLISTA,"22 Mar Thoma Road, 328702",328702
1610,THE CALROSE,"511 Yio Chu Kang Road, 787066",787066
1611,THE CALYPSO,"500 Upper East Coast Road, 46554",465526
1612,THE CANOPY,"71 Yishun Avenue 11, 768858",768858
1613,THE CAPE,"25 Amber Road, 439872",439872
1614,THE CAPRI,"78 Stevens Road, 257864",257864
1615,THE CARPMAELINA,"48 Carpmael Road, 429974",429974
1616,THE CASCADIA,"921 Bukit Timah Road, 589624",589624
1617,THE CASSANDRA,"132 Pasir Panjang Road, 118549",118549
1618,THE CENTREN,"1 Lorong 27 Geylang, 388153",388153
1619,THE CENTRIO,"53 Irrawaddy Road, 329552",329552
1620,THE CENTRIS,"65 Jurong West Central 3, 648332",648332
1621,THE CHAMPAGNE,"380 Changi Road, 419832",419832
1622,THE CHUAN,"31 Lorong Chuan, 55682",556820
1623,THE CITRINE,"18 Jalan Datoh, 329415",329415
1624,THE CITRON RESIDENCES,"1 Marne Road, 20838",208380
1625,THE CLAYMORE,"25 Claymore Road, 229543",229543
1626,THE CLAYTON,"36 Ewe Boon Road, 259333",259333
1627,THE CLEARWATER,"2 Bedok Reservoir View, 479232",479232
1628,THE CLEMENT CANOPY,"16 Clementi Avenue 1, 12996",129960
1629,THE CLYDESWOOD,"2 Daisy Road, 359425",359425
1630,THE COAST AT SENTOSA COVE,"276 Ocean Drive, 98449",98449
1631,THE COLONNADE,"82 Grange Road, 249587",249587
1632,THE COMMODORE,"65 Canberra Drive, 769307",769307
1633,THE CORNWALL,"2 Cornwall Gardens, 269632",269632
1634,THE COTERIE @ HOLLAND,"72 Holland Road, 25887",258870
1635,THE COTZ,"171 Telok Kurau Road, 423824",423824
1636,THE COURTYARD,"6 Lim Ah Pin Road, 547822",547822
1637,THE CREEK @ BUKIT,"17 Toh Tuck Road, 596155",596155
1638,THE CREST,"101 Prince Charles Crescent, 159017",159017
1639,THE CRISTALLO,"70 Lorong K Telok Kurau, 425687",425687
1640,THE CRITERION,"7 Yishun Street 51, 767969",767969
1641,THE DAFFODIL,"568 Upper East Coast Road, 466584",466584
1642,THE DAIRY FARM,"3 Dairy Farm Road, 679035",679035
1643,THE DEW,"30 Bukit Batok Street 21, 659636",659636
1644,THE DRAYCOTT,"34 Draycott Park, 259388",259388
1645,THE EASTSIDE,"507 Joo Chiat Road, 427693",427693
1646,THE EBONY,"35 Lorong Marican, 417216",417216
1647,THE EDEN AT TAMPINES,"21 Tampines Street 34, 529232",529232
1648,THE EDGE ON CAIRNHILL,"130 Cairnhill Road, 229717",229717
1649,THE EDGEWATER,"211 Jalan Loyang Besar, 509504",509504
1650,THE ELEGANCE @ CHANGI,"30 Lorong 107 Changi, 426446",426446
1651,THE ELEMENT @ STEVENS,"72 Stevens Road, 257873",257873
1652,THE ELYSIA,"6 Mar Thoma Road, 328688",328688
1653,THE EQUATORIAL,"151 Stevens Road, 257872",257872
1654,THE ESPARIS,"7 Pasir Ris Drive 4, 519459",519459
1655,THE ESPIRA,"128 Lorong L Telok Kurau, 425563",425563
1656,THE ESTA,"35 Amber Gardens, 439966",439966
1657,THE ESTIVA,"313 Pasir Panjang Road, 117482",117482
1658,THE ESTRELLA,"342 Pasir Panjang Road, 118676",118676
1659,THE ESTUARY,"85 Yishun Avenue 1, 769132",769132
1660,THE FERNHILL,"1 Fernhill Road, 259049",259049
1661,THE FLORAVALE,"218 Westwood Avenue, 648351",648351
1662,THE FLORENTINE,"68 Florence Road, 549555",549555
1663,THE FLORIDA,"78 Hougang Avenue 7, 53426",538804
1664,THE FOLIAGE,"370 Pasir Panjang Road, 118707",118707
1665,THE FORD @ HOLLAND,"1 Ford Avenue, 268685",268685
1666,THE FORESTA @ MOUNT FABER,"100 Wishart Road, 98748",98748
1667,THE GALE,"64 Flora Road, 506911",506911
1668,THE GARDEN RESIDENCES,"1 Serangoon North View, 554343",554343
1669,THE GARDENS AT BISHAN,"1 Sin Ming Walk, 575574",575574
1670,THE GERANIUM,"33 Mangis Road, 424968",424968
1671,THE GLACIER,"260 Joo Chiat Place, 427941",427941
1672,THE GLADES,"12 Bedok Rise, 465407",465407
1673,THE GLENCAIRD RESIDENCES,"11 White House Park, 25763",257632
1674,THE GLYNDEBOURNE,"38 Trevose Crescent, 297722",297722
1675,THE GRANDHILL,"39 Pasir Panjang Hill, 11886",118860
1676,THE GRANDIFLORA,"121 Lorong L Telok Kurau, 425554",425554
1677,THE GRANGE,"1 Grange Garden, 249631",249631
1678,THE GREENWICH,"3 Seletar Road, 807012",807012
1679,THE HACIENDA,"1 Hacienda Grove, 457908",457908
1680,THE HELICONIA,"30 Jalan Daud, 419572",419572
1681,THE HERMITAGE,"2 Sarkies Road, 258117",258117
1682,THE HILLFORD,"178 Jalan Jurong Kechil, 59615",596145
1683,THE HOLLAND COLLECTION,"53 Holland Road, 258859",258859
1684,THE HORIZON,"1 Holt Road, 249441",249441
1685,THE INFLORA,"59 Flora Drive, 506846",506846
1686,THE INTERWEAVE,"21 Kim Keat Road, 328805",328805
1687,THE JADE,"9 Bukit Batok Central Link, 658074",658074
1688,THE JOVELL,"19 Flora Drive, 50676",506852
1689,THE LADYHILL,"1 Lady Hill Road, 25867",258670
1690,THE LAKEFRONT RESIDENCES,"48 Lakeside Drive, 648305",648305
1691,THE LAKESHORE,"29 Jurong West Street 41, 649411",649411
1692,THE LANAI,"140 Hillview Avenue, 6696",669600
1693,THE LAURELS,"38 Cairnhill Road, 229658",229658
1694,THE LEGACY,"455 Bukit Timah Road, 25975",259750
1695,THE LEGEND,"361 Bukit Timah Road, 259725",259725
1696,THE LENOX,"396 Changi Road, 419845",419845
1697,THE LEVELZ,"38 Farrer Road, 268836",268836
1698,THE LILIUM,"25 How Sun Road, 538497",538497
1699,THE LINC,"7 Lincoln Road, 308346",308346
1700,THE LINCOLN MODERN,"20 Lincoln Road, 308353",308353
1701,THE LINCOLN RESIDENCES,"28 Surrey Road, 307762",307762
1702,THE LINE @ TANJONG RHU,"6 Tanjong Rhu Road, 436883",436883
1703,THE LINEAR,"880 Upper Bukit Timah Road, 678181",678181
1704,THE LOFT,"22 Nassim Hill, 258468",258468
1705,THE LUCENT,"99 Lorong N Telok Kurau, 425251",425251
1706,THE LUMOS,"9 Leonie Hill, 23922",239220
1707,THE LUXE,"6 Handy Road, 229234",229234
1708,THE LUXURIE,"11 Compassvale Road, 544749",544749
1709,THE MADEIRA,"50 Bukit Batok Street 31, 659442",659442
1710,THE MAKENA,"121 Meyer Road, 437932",437932
1711,THE MARBELLA,"29 Mount Sinai Rise, 276952",276952
1712,THE MARQ ON PATERSON HILL,"8 Paterson Hill, 238567",238567
1713,THE MARQUE @ IRRAWADDY,"8 Shan Road, 328108",328108
1714,THE MAYFAIR,"1 Jurong East Street 32, 609477",609477
1715,THE MEDLEY,"66 Lorong G Telok Kurau, 426248",426248
1716,THE MERASAGA,"23 Jalan Merah Saga, 278102",278102
1717,THE MERCURY,"38 Shanghai Road, 248201",248201
1718,THE MERLOT,"101 Keng Lee Road, 219261",219261
1719,THE METROPOLITAN,"6 Alexandra View, 158746",158746
1720,THE METZ,"83 Devonshire Road, 239864",239864
1721,THE MEYERISE,"97 Meyer Road, 437918",437918
1722,THE MEZZO,"205 Balestier Road, 329682",329682
1723,THE MIDAS,"20 Lorong 30 Geylang, 398352",398352
