Index,Condo Name,Address
1388,SERAYA VILLE,"11 Seraya Lane, 437278"
1389,SERENITY BREEZE,"98 Lorong J Telok Kurau, 425927"
1390,SETIA RESIDENCES,"11 Evelyn Road, 309304"
1391,SEVEN PALMS SENTOSA COVE,"153 Cove Drive, 98182"
1392,SEVENTY SAINT PATRICK'S,"70 St. Patricks Road, 424175"
1393,SHAN GATE,"2 Shan Road, 328103"
1394,SHANGHAI LODGE,"38 Shanghai Road, 248201"
1395,SHANGHAI ONE,"1 Shanghai Road, 24818"
1396,SHANGHAI ROAD,"7 Shanghai Road, 248181"
1397,SHAW PLAZA - TWIN HEIGHTS,"350 Balestier Road, 329779"
1398,SHEARES VILLE,"9 Holt Road, 249446"
1399,SHEBA LODGE,"28 Carpmael Road, 429777"
1400,SHELFORD COURT,"23 Shelford Road, 288413"
1401,SHELFORD GREEN,"9 Shelford Road, 288352"
1402,SHELFORD MANSIONS,"27 Shelford Road, 288421"
1403,SHELFORD REGENCY,"65 Shelford Road, 288455"
1404,SHELFORD VIEW,"26 Shelford Road, 28842"
1405,SHERIDAN COURT,"80 Lorong N Telok Kurau, 42523"
1406,SHERWOOD CONDOMINIUM,"169 Jalan Jurong Kechil, 598669"
1407,SHIRO,"38 Lorong H Telok Kurau, 426025"
1408,SHREWSBURY ROAD,"2 Shrewsbury Road, 307807"
1409,SIGLAP COURT,"8 Siglap Road, 455839"
1410,SIGLAP LODGE,"95 Upper East Coast Road, 455231"
1411,SIGLAP V,"2 First Street, 458278"
1412,SIGNATURE AT LEWIS,"1 Lewis Road, 258617"
1413,SIGNATURE AT YISHUN,"29 Yishun Street 51, 767989"
1414,SIGNATURE CREST,"9 Gray Lane, 438951"
1415,SIGNATURE RESIDENCE,"11 Green Lane, 438916"
1416,SILAHIS APARTMENTS,"121 Lorong K Telok Kurau, 425762"
1417,SILVERSCAPE,"39 Lorong 32 Geylang, 398299"
1418,SILVERSEA,"46 Marine Parade Road, 449305"
1419,SIMEI GREEN CONDOMINIUM,"1 Simei Street 4, 529861"
1420,SIMON PLAZA,"2 Kovan Road, 548008"
1421,SIMS AVENUE,"24 Sims Avenue, 387406"
1422,SIMS DORADO,"11 Lorong 39 Geylang, 387869"
1423,SIMS EDGE,"1 Geylang East Avenue 2, 38976"
1424,SIMS GREEN,"7 Lorong 27a Geylang, 388133"
1425,SIMS MEADOWS,"8 Lorong 33 Geylang, 387977"
1426,SIMS POINT,"4 Lorong 19 Geylang, 388489"
1427,SIMS RESIDENCES,"8 Lorong 39 Geylang, 387882"
1428,SIMS URBAN OASIS,"2 Sims Drive, 387386"
1429,SIMSVILLE,"2 Geylang East Avenue 2, 389754"
1430,SIN MING PLAZA,"2 Sin Ming Road, 575583"
1431,SING LIAN BUILDING,"386 Changi Road, 419835"
1432,SINGA COURT,"31 Jalan Singa, 418108"
1433,SINGA HILLS,"33 Jalan Singa, 418109"
1434,SIXTEEN35 RESIDENCES,"16 Lorong 35 Geylang, 387946"
1435,SIXTH AVENUE CENTRE,"805 Bukit Timah Road, 279883"
1436,SIXTH AVENUE VILLE,"43 Sixth Avenue, 276484"
1437,SKIES MILTONIA,"3 Miltonia Close, 768049"
1438,SKT MANSIONS,"38 Lorong 25 Geylang, 388307"
1439,SKY @ ELEVEN,"5 Thomson Lane, 297724"
1440,SKY GREEN,"568 Macpherson Road, 368236"
1441,SKY HABITAT,"7 Bishan Street 15, 573908"
1442,SKY VUE,"1 Bishan Street 15, 57391"
1443,SKYLINE 360 @ ST THOMAS WALK,"70 St. Thomas Walk, 238142"
1444,SKYLINE @ ORCHARD BOULEVARD,"23 Angullia Park, 239975"
1445,SKYLINE RESIDENCES,"610 Telok Blangah Road, 109025"
1446,SKYPARK,"22 Saint Thomas Walk, 238107"
1447,SKYPARK RESIDENCES,"19 Sembawang Crescent, 757052"
1448,SKYSUITES 17,"17 Jalan Rajah, 329137"
1449,SMAILING COURT,"52 Lorong Mydin, 416851"
1450,SMART SUITES,"302 Sims Avenue, 387516"
1451,SOL ACRES,"8 Choa Chu Kang Grove, 688206"
1452,SOMMERVILLE GRANDEUR,"1 Farrer Drive, 259275"
1453,SOMMERVILLE LOFT,"7 Sommerville Walk, 358178"
1454,SOMMERVILLE PARK,"15 Sommerville Estate Road, 258022"
1455,SOMMERVILLE REGENCY,"22 Lorong Selangat, 358716"
1456,SONG LANG GREEN,"48 Koon Seng Road, 426983"
1457,SOPHIA 98,"98 Sophia Road, 228165"
1458,SOUTHAVEN II,"31 Hindhede Walk, 587967"
1459,SPACE @ KOVAN,"9 Yio Chu Kang Road, 545523"
1460,SPANISH VILLAGE,"56 Farrer Road, 268844"
1461,SPAZIO @ KOVAN,"767 Upper Serangoon Road, 534635"
1462,SPOTTISWOODE 18,"18 Spottiswoode Park Road, 88642"
1463,SPOTTISWOODE RESIDENCES,"48 Spottiswoode Park Road, 8866"
1464,SPOTTISWOODE SUITES,"16 Spottiswoode Park Road, 88661"
1465,SPRING @ KATONG,"18 Ceylon Road, 429748"
1466,SPRING @ LANGSAT,"5 Langsat Road, 426691"
1467,SPRING GARDENS,"141 Haig Road, 438769"
1468,SPRING GROVE,"53 Grange Road, 249565"
1469,SPRING MANSION,"574 Balestier Road, 329889"
1470,SPRING RESIDENCES,"25 Ewe Boon Road, 259329"
1471,SPRINGVALE,"907 East Coast Road, 459107"
1472,SPRINGWELL MANSIONS,"19 Jalan Haji Salam, 468786"
1473,ST FRANCIS COURT,"90 Saint Francis Road, 328071"
1474,ST PATRICK'S LOFT,"41 St. Patricks Road, 424164"
1475,ST PATRICK'S RESIDENCES,"60 St. Patricks Road, 423467"
1476,ST THOMAS COURT,"40 St. Thomas Walk, 23812"
1477,ST THOMAS SUITES,"33 St. Thomas Walk, 238113"
1478,ST. FRANCIS LODGE,"98 St. Francis Road, 328074"
1479,ST. MARTIN RESIDENCE,"2 St. Martins Drive, 257989"
1480,ST. THOMAS VILLE,"38 St. Thomas Walk, 238118"
1481,STADIA,"27 Yio Chu Kang Road, 545542"
1482,STARLIGHT SUITES,"11 River Valley Close, 238437"
1483,STARPOINT,"319 Pasir Panjang Road, 118653"
1484,STARS OF KOVAN,"984 Upper Serangoon Road, 533854"
1485,STARVILLE,"60 Lengkong Tiga, 417454"
1486,STELLAR RV,"408 River Valley Road, 248306"
1487,STEVENS COURT,"88 Stevens Road, 257865"
1488,STEVENS LOFT,"6 Stevens Drive, 257902"
1489,STEVENS ROAD,"1 Stevens Road, 257813"
1490,STEVENS SUITES,"2 Stevens Close, 25794"
1491,STILL 123,"123 Langsat Road, 426775"
1492,STILL MANSIONS,"2 Still Road, 42395"
1493,STILLZ RESIDENCE,"21 Lorong 108 Changi, 426411"
1494,STRAITS MANSIONS,"26 Sea Avenue, 424246"
1495,STRAITS RESIDENCES,"156 Joo Chiat Place, 427884"
1496,STRATA,"1 Essex Road, 309329"
1497,STRATUM,"80 Elias Road, 519945"
1498,STUDIO 3,"28 Shanghai Road, 248196"
1499,STUDIO8,"8 Jalan Ayer, 389144"
1500,STUDIOS @ MARNE,"2 Marne Road, 208393"
1501,STUDIOS@TEMBELING,"233 Tembeling Road, 423718"
1502,STURDEE RESIDENCES,"10 Beatty Road, 209955"
1503,STURDEE VIEW,"60 Sturdee Road North, 207851"
1504,SUFFOLK PREMIER,"3 Suffolk Road, 307781"
1505,SUI GENERIS,"19 Balmoral Crescent, 259916"
1506,SUITES 123,"123 Rangoon Road, 218401"
1507,SUITES @ AMBER,"30 Amber Road, 439874"
1508,SUITES @ BRADDELL,"56 Braddell Road, 359965"
1509,SUITES @ CHANGI,"226 Changi Road, 419741"
1510,SUITES @ EASTCOAST,"171 Upper East Coast Road, 455273"
1511,SUITES @ EUNOS,"1 Jalan Yasin, 417958"
1512,SUITES @ GUILLEMARD,"70 Lim Ah Woo Road, 438133"
1513,SUITES @ KATONG,"263 Tanjong Katong Road, 43705"
1514,SUITES @ KOVAN,"981 Upper Serangoon Road, 534729"
1515,SUITES @ NEWTON,"1 Surrey Road, 30774"
1516,SUITES @ OWEN,"122 Owen Road, 218926"
1517,SUITES @ PAYA LEBAR,"420 Upper Paya Lebar Road, 534049"
1518,SUITES @ SHREWSBURY,"84 Shrewsbury Road, 307842"
1519,SUITES @ SIMS,"468 Sims Avenue, 387544"
1520,SUITES @ SURREY,"6 Surrey Road, 307745"
1521,SUITES @ TOPAZ,"3 Topaz Road, 327849"
1522,SUITES AT BUKIT TIMAH,"68 Jalan Jurong Kechil, 59618"
1523,SUITES TWENTY-TWO,"25 Lorong G Telok Kurau, 426194"
1524,SUITES@BRADDELL,"56 Braddell Road, 359965"
1525,SUMMER GREEN,"11 Boon Teck Road, 329585"
1526,SUMMER SCENT,"11 Kang Choo Bin Road, 548315"
1527,SUMMERDALE,"2 Boon Lay Drive, 649925"
1528,SUN COURT,"21 Lorong Kilat, 598123"
1529,SUN PLAZA,"30 Sembawang Drive, 757713"
1530,SUNBIRD VIEW,"183 Sunbird Road, 48722"
1531,SUNDANCE SUITES,"12 Duku Place, 429287"
1532,SUNDANCE VISTA,"111 Koon Seng Road, 427046"
1533,SUNFLOWER COURT,"30 Lorong 6 Geylang, 399182"
1534,SUNFLOWER GRANDEUR,"31 Lorong 39 Geylang, 387878"
1535,SUNFLOWER LODGE,"9 Lorong 34 Geylang, 398207"
1536,SUNFLOWER MANSIONS,"17 Lorong 26 Geylang, 398489"
1537,SUNFLOWER REGENCY,"37 Lorong 20 Geylang, 398753"
1538,SUNFLOWER RESIDENCE,"45 Lorong 32 Geylang, 398305"
1539,SUNFLOWER VIEW,"30 Lorong 36 Geylang, 398162"
1540,SUNGEI TENGAH LODGE,"516 Old Choa Chu Kang Road, 698607"
1541,SUNGLADE,"1 Serangoon Avenue 2, 55613"
1542,SUNHAVEN,"781 Upper Changi Road East, 486069"
1543,SUNNY LODGE,"6 Lorong Salleh, 416756"
1544,SUNNY PALMS,"65 Lorong G Telok Kurau, 426323"
1545,SUNNY PARC,"128 Lorong K Telok Kurau, 425767"
1546,SUNNYVALE RESIDENCES,"132 Lorong K Telok Kurau, 42579"
1547,SUNRISE GARDENS,"51 Sunrise Avenue, 806745"
1548,SUNSET LODGE,"7 Sunset Close, 597522"
1549,SUNSHINE GRANDEUR,"63 Lorong K Telok Kurau, 425673"
1550,SUNSHINE GROVE,"2 Jalan Labu Merah, 537972"
1551,SUNSHINE LODGE,"510 Upper Serangoon Road, 53453"
1552,SUNSHINE LOFT,"2 Lorong L Telok Kurau, 4256"
1553,SUNSHINE MANSIONS,"289 Joo Chiat Place, 42797"
1554,SUNSHINE REGENCY,"11 Rambai Road, 424331"
1555,SUNSHINE RESIDENCE,"61 Lorong K Telok Kurau, 425671"
1556,SUTTON PLACE,"26 Farrer Road, 26883"
1557,SYCAMORE TREE,"2 Fowlie Road, 428505"
1558,SYLVAN LODGE,"143 Holland Road, 278575"
1559,SYMPHONY SUITES,"1 Yishun Close, 768004"
1560,TAIPAN GRAND,"501 Marine Parade Road, 449303"
1561,TAIPAN JADE,"1 Rose Lane, 437386"
1562,TAIPAN REGENCY,"161 Haig Road, 438772"
1563,TAN TONG MENG TOWER,"370 Thomson Road, 298128"
1564,TANAH MERAH MANSION,"137 Tanah Merah Kechil Road South, 466671"
1565,TANAMERA CREST,"6 Pari Dedap Walk, 48606"
1566,TANGERINE GROVE,"3 Paya Lebar Crescent, 534239"
1567,TANGLIN HILL CONDOMINIUM,"2 Tanglin Walk, 247876"
1568,TANGLIN HILL MEADOWS,"1 Tanglin Hill, 248018"
1569,TANGLIN PARK,"1 Ridley Park, 248466"
1570,TANGLIN REGENCY,"381 Tanglin Road, 247965"
1571,TANGLIN RESIDENCES,"23 Saint Martin's Drive, 258004"
1572,TANGLIN VIEW,"150 Prince Charles Crescent, 159012"
1573,TELOK BLANGAH HOUSE,"52 Telok Blangah Road, 98829"
1574,TELOK KURAU LODGE,"57 Lorong H Telok Kurau, 426065"
1575,TELOK KURAU MANSION,"38 Lorong L Telok Kurau, 425445"
1576,TELOK KURAU VIEW,"70 Lorong K Telok Kurau, 425687"
1577,TELOK MANSION,"233 Telok Kurau Road, 423838"
1578,TEMBELINA,"184 Tembeling Road, 423683"
1579,TEMBELING CENTRE,"252 Tembeling Road, 423731"
1580,TEMBELING COURT,"86 Tembeling Road, 423596"
1581,TEMBELING GROVE,"238 Tembeling Road, 423722"
1582,TEMBELING LODGE,"196 Tembeling Road, 423691"
1583,TEMBELING MANSIONS,"230 Tembeling Road, 423742"
1584,TEMBELING RESIDENCE,"246 Tembeling Road, 423725"
1585,TEN @ SUFFOLK,"10 Suffolk Road, 307786"
1586,TERESA VILLE,"1001 Lower Delta Road, 99307"
1587,TERRACE VIEW,"362 Onan Road, 424758"
1588,TERRASSE,"21 Terrasse Lane, 544774"
1589,TERRENE AT BUKIT TIMAH,"111 Jalan Jurong Kechil, 598674"
1590,TESSA LODGE,"831 Mountbatten Road, 437824"
1591,TEXTILE CENTRE,"200 Jalan Sultan, 199018"
1592,TG MANSION,"87 Lorong H Telok Kurau, 426102"
1593,THE ABODE AT DEVONSHIRE,"9 Devonshire Road, 239895"
1594,THE ACACIAS,"21 Sommerville Road, 358246"
1595,THE ADARA,"9 Chapel Road, 429515"
1596,THE ALCOVE,"10 Lorong 27 Geylang, 388199"
1597,THE AMARELLE,"49 Lim Ah Woo Road, 438128"
1598,THE AMBRA,"97 Lorong H Telok Kurau, 426117"
1599,THE AMBROSIA,"106 Lorong N Telok Kurau, 425261"
1600,THE AMERALD STUDIO,"1 Seraya Lane, 437297"
1601,THE AMERY,"16 Lorong K Telok Kurau, 425612"
1602,THE AMORE,"55 Edgedale Plains, 828679"
1603,THE AMSTON,"130 Hillview Avenue, 669596"
1604,THE ANSLEY,"33 Mandalay Road, 308214"
1605,THE ARC AT DRAYCOTT,"5 Draycott Drive, 25942"
1606,THE ARCADIA,"235 Arcadia Road, 289843"
1607,THE ARIEL,"31 Lorong 105 Changi, 426536"
1608,THE ARMADALE,"60 Gilstead Road, 309104"
1609,THE ARTE,"21 Jalan Raja Udang, 329215"
1610,THE ASTERIA,"9 Martia Road, 424796"
1611,THE ASTON,"2 Kay Poh Road, 248973"
1612,THE ATELIER,"2 Makeway Avenue, 228599"
1613,THE ATRIA AT MEYER,"61 Meyer Road, 437885"
1614,THE AXIS,"47 Mandalay Road, 308227"
1615,THE AZURE,"203 Ocean Drive, 98583"
1616,THE AZZURO,"113 Lorong H Telok Kurau, 42614"
1617,THE BALE,"8 Lorong H Telok Kurau, 425991"
1618,THE BALMORAL,"14 Balmoral Park, 259846"
1619,THE BALMORAL SPRING,"3 Balmoral Crescent, 259888"
1620,THE BAYRON,"49 Saint Thomas Walk, 23814"
1621,THE BAYSHORE,"22 Bayshore Road, 46997"
1622,THE BEACON,"130 Cantonment Road, 89775"
1623,THE BEACON EDGE,"250 Tembeling Road, 423728"
1624,THE BEAUMONT,"145 Devonshire Road, 239893"
1625,THE BECCAGAYLE,"15 Lorong N Telok Kurau, 425142"
1626,THE BELLEFORTE,"4 Ah Hood Road, 329973"
1627,THE BELMONT,"1 Belmont Road, 269852"
1628,THE BELVEDERE,"51 Meyer Road, 437874"
1629,THE BENTLY RESIDENCES @ KOVAN,"28 Kovan Road, 544694"
1630,THE BEVERLY,"45 Toh Tuck Road, 59672"
1631,THE BOTANIC ON LLOYD,"25 Lloyd Road, 239101"
1632,THE BOULEVARD RESIDENCE,"6 Cuscaden Walk, 249691"
1633,THE BOUTIQ,"145 Killiney Road, 239565"
1634,THE BROOKS I,"60 Springside Walk, 78602"
1635,THE BROWNSTONE,"160 Canberra Drive, 767999"
1636,THE CAIRNHILL,"4 Cairnhill Rise, 22974"
1637,THE CALLISTA,"22 Mar Thoma Road, 328702"
1638,THE CALROSE,"511 Yio Chu Kang Road, 787066"
1639,THE CALYPSO,"500 Upper East Coast Road, 46554"
1640,THE CANOPY,"71 Yishun Avenue 11, 768858"
1641,THE CAPE,"25 Amber Road, 439872"
1642,THE CAPRI,"78 Stevens Road, 257864"
1643,THE CARPMAELINA,"48 Carpmael Road, 429974"
1644,THE CASCADIA,"921 Bukit Timah Road, 589624"
1645,THE CASSANDRA,"132 Pasir Panjang Road, 118549"
1646,THE CENTREN,"1 Lorong 27 Geylang, 388153"
1647,THE CENTRIO,"53 Irrawaddy Road, 329552"
1648,THE CENTRIS,"65 Jurong West Central 3, 648332"
1649,THE CHAMPAGNE,"380 Changi Road, 419832"
1650,THE CHUAN,"31 Lorong Chuan, 55682"
1651,THE CITRINE,"18 Jalan Datoh, 329415"
1652,THE CITRON RESIDENCES,"1 Marne Road, 20838"
1653,THE CLAYMORE,"25 Claymore Road, 229543"
1654,THE CLAYTON,"36 Ewe Boon Road, 259333"
1655,THE CLEARWATER,"2 Bedok Reservoir View, 479232"
1656,THE CLEMENT CANOPY,"16 Clementi Avenue 1, 12996"
1657,THE CLIFT,"21 Mccallum Street, 69047"
1658,THE CLYDESWOOD,"2 Daisy Road, 359425"
1659,THE COAST AT SENTOSA COVE,"276 Ocean Drive, 98449"
1660,THE COLONNADE,"82 Grange Road, 249587"
1661,THE COMMODORE,"65 Canberra Drive, 769307"
1662,THE CORNWALL,"2 Cornwall Gardens, 269632"
1663,THE COSMOPOLITAN,"200 Kim Seng Road, 239471"
1664,THE COTERIE @ HOLLAND,"72 Holland Road, 25887"
1665,THE COTZ,"171 Telok Kurau Road, 423824"
1666,THE COURTYARD,"6 Lim Ah Pin Road, 547822"
1667,THE CREEK @ BUKIT,"17 Toh Tuck Road, 596155"
1668,THE CREST,"101 Prince Charles Crescent, 159017"
1669,THE CRISTALLO,"70 Lorong K Telok Kurau, 425687"
1670,THE CRITERION,"7 Yishun Street 51, 767969"
1671,THE DAFFODIL,"568 Upper East Coast Road, 466584"
1672,THE DAIRY FARM,"3 Dairy Farm Road, 679035"
1673,THE DEW,"30 Bukit Batok Street 21, 659636"
1674,THE DRAYCOTT,"34 Draycott Park, 259388"
1675,THE EASTSIDE,"507 Joo Chiat Road, 427693"
1676,THE EBONY,"35 Lorong Marican, 417216"
1677,THE EDEN AT TAMPINES,"21 Tampines Street 34, 529232"
1678,THE EDGE ON CAIRNHILL,"130 Cairnhill Road, 229717"
1679,THE EDGEWATER,"211 Jalan Loyang Besar, 509504"
1680,THE ELEGANCE @ CHANGI,"30 Lorong 107 Changi, 426446"
1681,THE ELEMENT @ STEVENS,"72 Stevens Road, 257873"
1682,THE ELYSIA,"6 Mar Thoma Road, 328688"
1683,THE EQUATORIAL,"151 Stevens Road, 257872"
1684,THE ESPARIS,"7 Pasir Ris Drive 4, 519459"
1685,THE ESPIRA,"128 Lorong L Telok Kurau, 425563"
1686,THE ESTA,"35 Amber Gardens, 439966"
1687,THE ESTIVA,"313 Pasir Panjang Road, 117482"
1688,THE ESTRELLA,"342 Pasir Panjang Road, 118676"
1689,THE ESTUARY,"85 Yishun Avenue 1, 769132"
1690,THE FERNHILL,"1 Fernhill Road, 259049"
1691,THE FLORAVALE,"218 Westwood Avenue, 648351"
1692,THE FLORENTINE,"68 Florence Road, 549555"
1693,THE FLORIDA,"78 Hougang Avenue 7, 53426"
1694,THE FOLIAGE,"370 Pasir Panjang Road, 118707"
1695,THE FORD @ HOLLAND,"1 Ford Avenue, 268685"
1696,THE FORESTA @ MOUNT FABER,"100 Wishart Road, 98748"
1697,THE GALE,"64 Flora Road, 506911"
1698,THE GARDEN RESIDENCES,"1 Serangoon North View, 554343"
1699,THE GARDENS AT BISHAN,"1 Sin Ming Walk, 575574"
1700,THE GERANIUM,"33 Mangis Road, 424968"
1701,THE GLACIER,"260 Joo Chiat Place, 427941"
1702,THE GLADES,"12 Bedok Rise, 465407"
1703,THE GLENCAIRD RESIDENCES,"11 White House Park, 25763"
1704,THE GLYNDEBOURNE,"38 Trevose Crescent, 297722"
1705,THE GRANDHILL,"39 Pasir Panjang Hill, 11886"
1706,THE GRANDIFLORA,"121 Lorong L Telok Kurau, 425554"
1707,THE GRANGE,"1 Grange Garden, 249631"
1708,THE GREENWICH,"3 Seletar Road, 807012"
1709,THE HACIENDA,"1 Hacienda Grove, 457908"
1710,THE HELICONIA,"30 Jalan Daud, 419572"
1711,THE HERMITAGE,"2 Sarkies Road, 258117"
1712,THE HILLFORD,"178 Jalan Jurong Kechil, 59615"
1713,THE HOLLAND COLLECTION,"53 Holland Road, 258859"
1714,THE HORIZON,"1 Holt Road, 249441"
1715,THE INFLORA,"59 Flora Drive, 506846"
1716,THE INTERWEAVE,"21 Kim Keat Road, 328805"
1717,THE JADE,"9 Bukit Batok Central Link, 658074"
1718,THE JOVELL,"19 Flora Drive, 50676"
1719,THE LADYHILL,"1 Lady Hill Road, 25867"
1720,THE LAKEFRONT RESIDENCES,"48 Lakeside Drive, 648305"
1721,THE LAKESHORE,"29 Jurong West Street 41, 649411"
1722,THE LANAI,"140 Hillview Avenue, 6696"
1723,THE LAURELS,"38 Cairnhill Road, 229658"
1724,THE LEGACY,"455 Bukit Timah Road, 25975"
1725,THE LEGEND,"361 Bukit Timah Road, 259725"
1726,THE LENOX,"396 Changi Road, 419845"
1727,THE LEVELZ,"38 Farrer Road, 268836"
1728,THE LILIUM,"25 How Sun Road, 538497"
1729,THE LINC,"7 Lincoln Road, 308346"
1730,THE LINCOLN MODERN,"20 Lincoln Road, 308353"
1731,THE LINCOLN RESIDENCES,"28 Surrey Road, 307762"
1732,THE LINE @ TANJONG RHU,"6 Tanjong Rhu Road, 436883"
1733,THE LINEAR,"880 Upper Bukit Timah Road, 678181"
1734,THE LOFT,"22 Nassim Hill, 258468"
1735,THE LUCENT,"99 Lorong N Telok Kurau, 425251"
1736,THE LUMOS,"9 Leonie Hill, 23922"
1737,THE LUXE,"6 Handy Road, 229234"
1738,THE LUXURIE,"11 Compassvale Road, 544749"
1739,THE MADEIRA,"50 Bukit Batok Street 31, 659442"
1740,THE MAKENA,"121 Meyer Road, 437932"
1741,THE MARBELLA,"29 Mount Sinai Rise, 276952"
1742,THE MARQ ON PATERSON HILL,"8 Paterson Hill, 238567"
1743,THE MARQUE @ IRRAWADDY,"8 Shan Road, 328108"
1744,THE MAYFAIR,"1 Jurong East Street 32, 609477"
1745,THE MEDLEY,"66 Lorong G Telok Kurau, 426248"
1746,THE MERASAGA,"23 Jalan Merah Saga, 278102"
1747,THE MERCURY,"38 Shanghai Road, 248201"
1748,THE MERLOT,"101 Keng Lee Road, 219261"
1749,THE METROPOLITAN,"6 Alexandra View, 158746"
1750,THE METZ,"83 Devonshire Road, 239864"
1751,THE MEYERISE,"97 Meyer Road, 437918"
1752,THE MEZZO,"205 Balestier Road, 329682"
1753,THE MIDAS,"20 Lorong 30 Geylang, 398352"
1754,THE MILTONIA RESIDENCES,"520 Miltonia Close, 768104"
1755,THE MINT RESIDENCES,"178 Joo Chiat Terrace, 427324"
1756,THE MKZ,"131 Mackenzie Road, 228714"
1757,THE MONTAGE,"50 Lorong M Telok Kurau, 425342"
1758,THE MONTANA,"8 Jalan Mutiara, 249188"
1759,THE MORNING GLORY,"24 Sirat Road, 545782"
1760,THE MORNINGSIDE,"1 Jalan Kuala, 239639"
1761,THE NAUTICAL,"91 Jalan Sendudok, 769471"
1762,THE NAVIAN,"178 Jalan Eunos, 41953"
1763,THE NCLAVE,"81 Lorong N Telok Kurau, 425231"
1764,THE NEXUS,"951 Bukit Timah Road, 58965"
1765,THE OCEANFRONT @ SENTOSA COVE,"281 Ocean Drive, 98527"
1766,THE OCTET,"23 Lorong 24 Geylang, 398628"
1767,THE OLD HOUSE,"1011 Upper Serangoon Road, 534749"
1768,THE ORANGE GROVE,"36 Orange Grove Road, 258363"
1769,THE ORIENT,"251 Pasir Panjang Road, 11861"
1770,THE PALETTE,"111 Pasir Ris Grove, 51817"
1771,THE PALLADIUM,"20 Brooke Road, 429984"
1772,THE PANORAMA,"8 Ang Mo Kio Avenue 2, 567695"
1773,THE PARC CONDOMINIUM,"3 West Coast Walk, 12714"
1774,THE PATERSON,"63 Paterson Road, 238539"
1775,THE PATERSON EDGE,"26 Paterson Road, 238518"
1776,THE PEAK,"33 Pepys Road, 118454"
1777,THE PEAK @ BALMEG,"5 Balmeg Hill, 119913"
1778,THE PEAK @ CAIRNHILL I,"51 Cairnhill Circle, 229784"
1779,THE PEAK @ CAIRNHILL II,"61 Cairnhill Circle, 229789"
1780,THE PEARL @ MOUNT FABER,"3 Mount Faber Road, 99196"
1781,THE PETALS,"85 Hillview Avenue, 669587"
1782,THE PRINCETON,"2 Ewe Boon Road, 259313"
1783,THE PROMINENCE,"101 Haig Road, 438749"
1784,THE PROMONT,"63 Cairnhill Circle, 22979"
1785,THE QUARTZ,"51 Compassvale Bow, 544984"
1786,THE QUINN,"9 Bartley Road, 539763"
1787,THE RAINFOREST,"331 Choa Chu Kang Avenue 3, 689869"
1788,THE REGALIA,"2 River Valley Close, 238428"
1789,THE REGENCY AT TIONG BAHRU,"36 Chay Yan Street, 169905"
1790,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"1 Ocean Way, 98367"
1791,THE RICHMOND,"7 Saint Michael's Road, 32795"
1792,THE RITZ-CARLTON RESIDENCES,"65 Cairnhill Road, 229721"
1793,THE RIVERVALE,"1 Rivervale Link, 545118"
1794,THE SANCTUARY @ GEYLANG,"1 Lorong 30 Geylang, 398342"
1795,THE SANTORINI,"23 Tampines Street 86, 528568"
1796,THE SCALA,"138 Serangoon Avenue 3, 554475"
1797,THE SCENIC @ BRADDELL,"52 Braddell Road, 359944"
1798,THE SCOTTS TOWER,"38 Scotts Road, 22824"
1799,THE SEAFRONT ON MEYER,"57 Meyer Road, 437878"
1800,THE SENSORIA,"1 Jalan Ulu Sembawang, 75893"
1801,THE SENTINEL,"3 Surrey Road, 307743"
1802,THE SERENADE @ HOLLAND,"371 Holland Road, 278698"
1803,THE SERENNIA,"16 Pulasan Road, 424382"
1804,THE SERENNO,"103 Haig Road, 43875"
1805,THE SHORE RESIDENCES,"81 Amber Road, 439893"
1806,THE SIENA,"31 Tan Kim Cheng Road, 26663"
1807,THE SIERRA,"80 Mount Sinai Drive, 277125"
1808,THE SILVER FIR,"9 Butterworth Lane, 439424"
1809,THE SILVERTON,"16 Haig Lane, 438818"
1810,THE SIXTH AVENUE RESIDENCES,"160 Sixth Avenue, 276537"
1811,THE SORRENTO,"55 West Coast Road, 127365"
1812,THE SOUND,"539 East Coast Road, 429069"
1813,THE SOVEREIGN,"99 Meyer Road, 43792"
1814,THE SPECTRUM,"507 Pasir Panjang Road, 117503"
1815,THE SPINNAKER,"13 Suffolk Road, 307788"
1816,THE SPRINGBLOOM,"139 Serangoon Avenue 3, 556119"
1817,THE SPRINGS,"3 Moulmein Rise, 308144"
1818,THE STRADIA,"78 Yio Chu Kang Road, 545571"
1819,THE SUMMIT,"451 Upper East Coast Road, 466499"
1820,THE SUNNIDORA,"46 Lorong G Telok Kurau, 426223"
1821,THE SUNNIFLORA,"48 Lorong G Telok Kurau, 426231"
1822,THE SUNNY LEGEND,"85 Lorong H Telok Kurau, 4261"
1823,THE SUNNY SPRING,"50 Lorong 40 Geylang, 398074"
1824,THE SUNNYDALE,"21 Serangoon Avenue 3, 556124"
1825,THE SUNSHINE,"1 Sunshine Terrace, 535689"
1826,THE TAIPAN,"25 Jalan Hajijah, 468721"
1827,THE TAMPINES TRILLIANT,"21 Tampines Central 7, 528608"
1828,THE TANAMERA,"1 Tanah Merah Kechil Road, 466663"
1829,THE TAPESTRY,"59 Tampines Street 86, 528509"
1830,THE TATE RESIDENCES,"21 Claymore Road, 229545"
1831,THE TERRACE,"88 Edgedale Plains, 828684"
1832,THE TESSARINA,"20 Wilby Road, 276305"
1833,THE TIER,"28 Pegu Road, 328373"
