Index,Condo Name,Address
1762,THE NAVIAN,"178 Jalan Eunos, Singapore"
1763,THE NCLAVE,"81 Lorong N Telok Kurau,  Singapore"
1764,THE NEXUS,"951 Bukit Timah Road, Singapore"
1765,THE OCEANFRONT @ SENTOSA COVE,"281 Ocean Drive, Singapore"
1766,THE OCTET,"23 Lorong 24 Geylang,  Singapore"
1767,THE OLD HOUSE,"1011 Upper Serangoon Road,  Singapore"
1768,THE ORANGE GROVE,"36 Orange Grove Road,  Singapore"
1769,THE ORIENT,"251 Pasir Panjang Road, Singapore"
1770,THE PALETTE,"111 Pasir Ris Grove, Singapore"
1771,THE PALLADIUM,"20 Brooke Road,  Singapore"
1772,THE PANORAMA,"8 Ang Mo Kio Avenue 2,  Singapore"
1773,THE PARC CONDOMINIUM,"3 West Coast Walk, Singapore"
1774,THE PATERSON,"63 Paterson Road,  Singapore"
1775,THE PATERSON EDGE,"26 Paterson Road,  Singapore"
1776,THE PEAK,"33 Pepys Road,  Singapore"
1777,THE PEAK @ BALMEG,"5 Balmeg Hill,  Singapore"
1778,THE PEAK @ CAIRNHILL I,"51 Cairnhill Circle,  Singapore"
1779,THE PEAK @ CAIRNHILL II,"61 Cairnhill Circle,  Singapore"
1780,THE PEARL @ MOUNT FABER,"3 Mount Faber Road, Singapore"
1781,THE PETALS,"85 Hillview Avenue,  Singapore"
1782,THE PRINCETON,"2 Ewe Boon Road,  Singapore"
1783,THE PROMINENCE,"101 Haig Road,  Singapore"
1784,THE PROMONT,"63 Cairnhill Circle, Singapore"
1785,THE QUARTZ,"51 Compassvale Bow,  Singapore"
1786,THE QUINN,"9 Bartley Road,  Singapore"
1787,THE RAINFOREST,"331 Choa Chu Kang Avenue 3,  Singapore"
1788,THE REGALIA,"2 River Valley Close,  Singapore"
1789,THE REGENCY AT TIONG BAHRU,"36 Chay Yan Street,  Singapore"
1790,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"1 Ocean Way, Singapore"
1791,THE RICHMOND,"7 Saint Michael's Road, Singapore"
1792,THE RITZ-CARLTON RESIDENCES,"65 Cairnhill Road,  Singapore"
1793,THE RIVERVALE,"1 Rivervale Link,  Singapore"
1794,THE SANCTUARY @ GEYLANG,"1 Lorong 30 Geylang,  Singapore"
1795,THE SANTORINI,"23 Tampines Street 86,  Singapore"
1796,THE SCALA,"138 Serangoon Avenue 3,  Singapore"
1797,THE SCENIC @ BRADDELL,"52 Braddell Road,  Singapore"
1798,THE SCOTTS TOWER,"38 Scotts Road, Singapore"
1799,THE SEAFRONT ON MEYER,"57 Meyer Road,  Singapore"
1800,THE SENSORIA,"1 Jalan Ulu Sembawang, Singapore"
1801,THE SENTINEL,"3 Surrey Road,  Singapore"
1802,THE SERENADE @ HOLLAND,"371 Holland Road,  Singapore"
1803,THE SERENNIA,"16 Pulasan Road,  Singapore"
1804,THE SERENNO,"103 Haig Road, Singapore"
1805,THE SHORE RESIDENCES,"81 Amber Road,  Singapore"
1806,THE SIENA,"31 Tan Kim Cheng Road, Singapore"
1807,THE SIERRA,"80 Mount Sinai Drive,  Singapore"
1808,THE SILVER FIR,"9 Butterworth Lane,  Singapore"
1809,THE SILVERTON,"16 Haig Lane,  Singapore"
1810,THE SIXTH AVENUE RESIDENCES,"160 Sixth Avenue,  Singapore"
1811,THE SORRENTO,"55 West Coast Road,  Singapore"
1812,THE SOUND,"539 East Coast Road,  Singapore"
1813,THE SOVEREIGN,"99 Meyer Road, Singapore"
1814,THE SPECTRUM,"507 Pasir Panjang Road,  Singapore"
1815,THE SPINNAKER,"13 Suffolk Road,  Singapore"
1816,THE SPRINGBLOOM,"139 Serangoon Avenue 3,  Singapore"
1817,THE SPRINGS,"3 Moulmein Rise,  Singapore"
1818,THE STRADIA,"78 Yio Chu Kang Road,  Singapore"
1819,THE SUMMIT,"451 Upper East Coast Road,  Singapore"
1820,THE SUNNIDORA,"46 Lorong G Telok Kurau,  Singapore"
1821,THE SUNNIFLORA,"48 Lorong G Telok Kurau,  Singapore"
1822,THE SUNNY LEGEND,85 Lorong H Telok Kurau Singapore
1823,THE SUNNY SPRING,"50 Lorong 40 Geylang,  Singapore"
1824,THE SUNNYDALE,"21 Serangoon Avenue 3,  Singapore"
1825,THE SUNSHINE,"1 Sunshine Terrace,  Singapore"
1826,THE TAIPAN,"25 Jalan Hajijah,  Singapore"
1827,THE TAMPINES TRILLIANT,"21 Tampines Central 7,  Singapore"
1828,THE TANAMERA,"1 Tanah Merah Kechil Road,  Singapore"
1829,THE TAPESTRY,"59 Tampines Street 86,  Singapore"
1830,THE TATE RESIDENCES,"21 Claymore Road,  Singapore"
1831,THE TERRACE,"88 Edgedale Plains,  Singapore"
1832,THE TESSARINA,"20 Wilby Road,  Singapore"
1833,THE TIER,"28 Pegu Road,  Singapore"
1834,THE TOPIARY,"11 Fernvale Lane,  Singapore"
1835,THE TREELINE,"110 Lorong G Telok Kurau,  Singapore"
1836,THE TRESOR,"26 Duchess Road,  Singapore"
1837,THE TREVOSE,"56 Trevose Crescent,  Singapore"
1838,THE TRILINQ,"28 Jalan Lempeng,  Singapore"
1839,THE TRILLIUM,"112 Kim Seng Road,  Singapore"
1840,THE TRIZON,"2 Ridgewood Close,  Singapore"
1841,THE TROPIC GARDENS,"332 Upper East Coast Road,  Singapore"
1842,THE TROPICA,"51 Tampines Avenue 1,  Singapore"
1843,THE TRUMPS,"1 Jalan Kembangan,  Singapore"
1844,THE TWINS,"6 Balmoral Crescent,  Singapore"
1845,THE URBANITE,"29 Hertford Road,  Singapore"
1846,THE VALES,"79 Anchorvale Crescent,  Singapore"
1847,THE VANDERLINT,"87 Ceylon Road,  Singapore"
1848,THE VANTAGE,"6 Orange Grove Road,  Singapore"
1849,THE VERMONT ON CAIRNHILL,"12 Cairnhill Rise,  Singapore"
1850,THE VERTE,"118 Lorong H Telok Kurau,  Singapore"
1851,THE VERV @ RV,"348 River Valley Road,  Singapore"
1852,THE VERVE,"23 Jalan Rajah,  Singapore"
1853,THE VESTA,"112 Lorong K Telok Kurau,  Singapore"
1854,THE VIEW @ MEYER,"46 Meyer Road,  Singapore"
1855,THE VILLAGE,"417 Pasir Panjang Road,  Singapore"
1856,THE VINES,"12 Lorong Sarina,  Singapore"
1857,THE VIRIDIAN,"6 Jalan Ampas,  Singapore"
1858,THE VISION,"73 West Coast Crescent, Singapore"
1859,THE VISIONAIRE,"174 Canberra Drive,  Singapore"
1860,THE VUE,"355 Upper Paya Lebar Road,  Singapore"
1861,THE WARREN,"37 Choa Chu Kang Loop,  Singapore"
1862,THE WATER EDGE,"8 Lorong 38 Geylang,  Singapore"
1863,THE WATERGARDENS AT CANBERRA,"57 Canberra Drive, Singapore"
1864,THE WATERINA,"51 Lorong 40 Geylang,  Singapore"
1865,THE WATERLINE,"161 Poh Huat Road West,  Singapore"
1866,THE WATERSIDE,"1 Tanjong Rhu Road,  Singapore"
1867,THE WINDSOR,"1 Ontario Avenue,  Singapore"
1868,THE WISTERIA,"590 Yishun Ring Road,  Singapore"
1869,THE WOODGROVE,"3 Woodgrove Drive, Singapore"
1870,THE WOODLEIGH RESIDENCES,"19 Bidadari Park Drive,  Singapore"
1871,THE YARDLEY,"571 Upper Serangoon Road,  Singapore"
1872,THOMSON 800,"800 Thomson Road,  Singapore"
1873,THOMSON EURO-ASIA,"150 Thomson Road,  Singapore"
1874,THOMSON GRAND,"17 Sin Ming Walk,  Singapore"
1875,THOMSON IMPERIAL COURT,"200 Upper Thomson Road,  Singapore"
1876,THOMSON IMPRESSIONS,"1 Lorong Puntong,  Singapore"
1877,THOMSON MANSIONS,"374 Thomson Road,  Singapore"
1878,THOMSON PLAZA,"301 Upper Thomson Road,  Singapore"
1879,THOMSON THREE,"21 Bright Hill Drive,  Singapore"
1880,THOMSON V ONE,"9 Sin Ming Road, Singapore"
1881,THOMSON V TWO,"11 Sin Ming Road,  Singapore"
1882,THOMSON VALE,"323 Thomson Road,  Singapore"
1883,THOMSON VIEW CONDOMINIUM,"1 Bright Hill Drive, Singapore"
1884,THREE 11,"311 Upper Thomson Road,  Singapore"
1885,THREE BALMORAL,"3 Balmoral Road,  Singapore"
1886,THREE BUCKLEY,"3 Buckley Road,  Singapore"
1887,THREE THREE ROBIN,"33 Robin Road,  Singapore"
1888,TIANSO HEIGHTS,"30 Moulmein Rise,  Singapore"
1889,TIARA,"1 Kim Seng Walk,  Singapore"
1890,TIERRA VUE,"36 Saint Patrick's Road, Singapore"
1891,TIONG BAHRU ESTATE,"1 Yong Siak Street,  Singapore"
1892,TIVOLI GRANDE,"126 Koon Seng Road,  Singapore"
1893,TIVOLI LODGE,"32 Lorong 31 Geylang,  Singapore"
1894,TOH YI COURT,"97 Toh Yi Drive,  Singapore"
1895,TOMLINSON HEIGHTS,"31 Tomlinson Road,  Singapore"
1896,TOP TEN,"134 Emerald Hill Road,  Singapore"
1897,TOPAZ MANSIONS,"2 Topaz Road,  Singapore"
1898,TORIE MANSIONS,"75 Everitt Road,  Singapore"
1899,TOWNHOUSE APARTMENTS,"139 Cavenagh Road,  Singapore"
1900,TRE RESIDENCES,"7 Geylang East Avenue 1,  Singapore"
1901,TREASURE AT TAMPINES,"55 Tampines Lane,  Singapore"
1902,TREASURE GARDENS,"22 Teow Hock Avenue,  Singapore"
1903,TREASURE LOFT,"115 Shrewsbury Road,  Singapore"
1904,TREASURE MANSIONS,"15 Rosyth Avenue,  Singapore"
1905,TREASURE ON BALMORAL,"5 Balmoral Road,  Singapore"
1906,TREASURE PLACE,"61 Lorong Sarhad,  Singapore"
1907,TREASURES @ G20,"35 Lorong 20 Geylang,  Singapore"
1908,TREE HOUSE,"60 Chestnut Avenue,  Singapore"
1909,TREESCAPE,"103 Lorong N Telok Kurau,  Singapore"
1910,TREETOPS EXECUTIVE RESIDENCES,"7 Orange Grove Road,  Singapore"
1911,TRELLIS TOWERS,"700 Lorong 1 Toa Payoh,  Singapore"
1912,TRENDALE TOWER,"79 Cairnhill Road,  Singapore"
1913,TRESALVEO,"7 Marymount Terrace,  Singapore"
1914,TREVISTA,"21 Lorong 3 Toa Payoh,  Singapore"
1915,TREVOSE PARK,"62 Trevose Crescent,  Singapore"
1917,TRILIGHT,"7 Newton Road,  Singapore"
1918,TRILIVE,"115 Tampines Road,  Singapore"
1919,TROPICAL SPRING,"25 Simei Street 4,  Singapore"
1920,TROPICANA CONDOMINIUM,"2 Jalan Tiga Ratus,  Singapore"
1921,TROPICS @ HAIGSVILLE,"3 Haigsville Drive,  Singapore"
1922,TROPIKA EAST,"3 Foo Kim Lin Road,  Singapore"
1923,TURQUOISE,"51 Cove Drive, Singapore"
1924,TWENTYONE ANGULLIA PARK,"21 Angullia Park,  Singapore"
1925,TWIN FOUNTAINS,"11 Woodlands Avenue 6,  Singapore"
1926,TWIN HEIGHTS,"350 Balestier Road,  Singapore"
1927,TWIN PEAKS,"33 Leonie Hill Road,  Singapore"
1928,TWIN REGENCY,"26 Kim Tian Road,  Singapore"
1929,TWIN VEW,"91 West Coast Vale,  Singapore"
1930,TWIN WATERFALLS,"108 Punggol Walk,  Singapore"
1931,TYRWHITT 139,"139 Tyrwhitt Road,  Singapore"
1932,UBER 388,"388 Upper East Coast Road,  Singapore"
1933,UNI BUILDING,"224 Telok Kurau Road,  Singapore"
1934,UNIT 8,"71 Holland Road,  Singapore"
1935,UNITED MANSIONS,"592 East Coast Road,  Singapore"
1936,UPPER SERANGOON ROAD,"1029 Upper Serangoon Road,  Singapore"
1937,URBAN EDGE @ HOLLAND V,"2 Ford Avenue,  Singapore"
1938,URBAN LOFTS,"89 Rangoon Road,  Singapore"
1939,URBAN RESIDENCES,"10 Lorong Ah Soo,  Singapore"
1940,URBAN RESORT CONDOMINIUM,"32 Cairnhill Road,  Singapore"
1941,URBAN SUITES,"1 Hullet Road,  Singapore"
1942,URBAN VISTA,"2 Tanah Merah Kechil Link,  Singapore"
1943,URBANA,"1 River Valley Close,  Singapore"
1944,VA RESIDENCES,"9 Boon Teck Road,  Singapore"
1945,VACANZA @ EAST,"36 Lengkong Tujoh,  Singapore"
1946,VALLEY APARTMENTS,"18 Tong Watt Road, Singapore"
1947,VALLEY MANSION,"50 Oxley Road,  Singapore"
1948,VALLEY PARK,"473 River Valley Road,  Singapore"
1949,VANADIUM,"7 Hertford Road,  Singapore"
1950,VARSITY PARK CONDOMINIUM,"76 West Coast Road,  Singapore"
1951,VENEZIO,"488 Upper East Coast Road, Singapore"
1952,VENTANA,"95 Pasir Panjang Hill,  Singapore"
1953,VENTUNO BALMORAL,"21 Balmoral Road,  Singapore"
1954,VENTURA VIEW,"16 Rambutan Road,  Singapore"
1955,VERANDA,"50 Lorong K Telok Kurau,  Singapore"
1956,VERDUN HOUSE,"6 Verdun Road,  Singapore"
1957,VERDURE,"55 Holland Road,  Singapore"
1958,VERSAILLES,"133 Hemmant Road,  Singapore"
1959,VERSILIA ON HAIG,"31 Ipoh Lane,  Singapore"
1960,VERTIS,"20 Amber Gardens,  Singapore"
1961,VIBES @ EAST COAST,"308 Telok Kurau Road,  Singapore"
1962,VIBES @ KOVAN,"93 Kovan Road,  Singapore"
1963,VIBES @ UPPER SERANGOON,"488 Upper Serangoon Road,  Singapore"
1964,VICENTA LODGE,"16 Lorong Marzuki,  Singapore"
1965,VICTORY 8,"8 Jalan Legundi,  Singapore"
1966,VICTORY HEIGHTS,"13 Kim Keat Road,  Singapore"
1967,VIDA,"5 Peck Hay Road,  Singapore"
1968,VIENTO,"29 Lorong 30 Geylang,  Singapore"
1969,VIIO @ BALESTIER,"520 Balestier Road,  Singapore"
1970,VILLA AZURA,"1 Cherry Avenue,  Singapore"
1971,VILLA CHANCERITA,"16 Chancery Hill Road,  Singapore"
1972,VILLA CHANCERY,"39 Chancery Lane,  Singapore"
1973,VILLA DE WEST,"385 Pasir Panjang Road,  Singapore"
1974,VILLA DELLE ROSE,"2 Taman Nakhoda,  Singapore"
1975,VILLA DES FLORES,"125 Whitley Road, Singapore"
1976,VILLA MARINA,"21 Jalan Sempadan,  Singapore"
1977,VILLA MARTIA,"11 Martia Road,  Singapore"
1978,VILLAEA VISTA,"31 Oei Tiong Ham Park,  Singapore"
1979,VILLAGE @ PASIR PANJANG,"463 Pasir Panjang Road,  Singapore"
1980,VILLAGE TOWER,"35 Mount Sinai Rise,  Singapore"
1981,VILLAS LAGUNA,"366 Upper East Coast Road,  Singapore"
1982,VILLE ROYALE,"310 River Valley Road,  Singapore"
1983,VINA LODGE,"22 Sirat Road,  Singapore"
1984,VISTA GARDEN,"1 Toh Tuck Rise,  Singapore"
1985,VISTA PARK,"50 South Buona Vista Road,  Singapore"
1986,VISTA RESIDENCES,"26 Jalan Datoh,  Singapore"
1987,VITRA,"170 Tembeling Road,  Singapore"
1988,VIVA,"2 Suffolk Walk,  Singapore"
1989,VIVA VISTA,"3 South Buona Vista Road,  Singapore"
1990,VIVACE,"19 Tong Watt Road,  Singapore"
1991,VIZ AT HOLLAND,"221 Queensway, Singapore"
1992,VOGX,"109 Dorset Road,  Singapore"
1993,VOLARI,"12 Balmoral Road, Singapore"
1994,VUE 8 RESIDENCE,"83 Pasir Ris Heights,  Singapore"
1995,WAI WING CENTRE,"501 Balestier Road,  Singapore"
1996,WAN THO LODGE,"25 Wan Tho Avenue,  Singapore"
1997,WANG LODGE,"5 Lorong 4 Geylang,  Singapore"
1998,WARNER COURT,"110 Holland Avenue,  Singapore"
1999,WATERBANK AT DAKOTA,"70 Dakota Crescent,  Singapore"
2000,WATERBAY,"43 Edgefield Plains,  Singapore"
2001,WATERCOLOURS,"25 Pasir Ris Link, Singapore"
2002,WATERFALL GARDENS,"8 Farrer Road, Singapore"
2003,WATERFORD RESIDENCE,"21 Kim Yam Road,  Singapore"
2004,WATERFRONT @ FABER,"18 Faber Walk,  Singapore"
2005,WATERFRONT GOLD,"750 Bedok Reservoir Road,  Singapore"
2006,WATERFRONT ISLE,"730 Bedok Reservoir Road,  Singapore"
2007,WATERFRONT KEY,"770 Bedok Reservoir Road, Singapore"
2008,WATERFRONT WAVES,"760 Bedok Reservoir Road,  Singapore"
2009,WATERSCAPE AT CAVENAGH,"65 Cavenagh Road,  Singapore"
2010,WATERVIEW,"79 Tampines Avenue 1,  Singapore"
2011,WATERWOODS,"15 Punggol Field Walk,  Singapore"
2012,WEMBLY RESIDENCES,"28 Yio Chu Kang Road,  Singapore"
2013,WEST BAY CONDOMINIUM,"50 West Coast Crescent,  Singapore"
2014,WESTCOVE CONDOMINIUM,"10 West Coast Crescent,  Singapore"
2015,WESTERHOUT ROAD,"2 Westerhout Road,  Singapore"
2016,WESTMERE,"71 Jurong East Street 13, Singapore"
2017,WESTPEAK,"204 West Coast Road,  Singapore"
2018,WESTPOINT CONDOMINIUM,"3 Pepys Road,  Singapore"
2019,WESTWOOD RESIDENCES,"180 Westwood Avenue,  Singapore"
2020,WHITE HOUSE RESIDENCES,"67 Stevens Road,  Singapore"
2021,WHITESCAPE,"88 Lorong N Telok Kurau,  Singapore"
2022,WHITEWATER,"21 Pasir Ris Street 72,  Singapore"
2024,WILKIE REGENCY,"10 Wilkie Terrace, Singapore"
2025,WILLYN VILLE,"1 Holland Avenue,  Singapore"
2026,WINDY HEIGHTS,"80 Jalan Daud,  Singapore"
2027,WING FONG COURT,"10 Lorong 14 Geylang,  Singapore"
2028,WING FONG MANSIONS,"12 Lorong 14 Geylang,  Singapore"
2029,WING ON LIFE GARDEN,"335 Bukit Timah Road,  Singapore"
2030,WOO MON CHEW COURT,"2 Woo Mon Chew Road,  Singapore"
2031,WOODGROVE CONDOMINIUM,"2 Woodgrove Drive,  Singapore"
2032,WOODHAVEN,"71 Woodgrove Avenue,  Singapore"
2033,WOODSVALE,"1 Woodlands Drive 72,  Singapore"
2034,WOODSVILLE 28,"26 Woodsville Close,  Singapore"
2035,WOODSVILLE CLOSE,"19 Woodsville Close, Singapore"
2036,WOODSVILLE MANSIONS,"12 Woodsville Close,  Singapore"
2037,WORTHINGTON,"35 Butterworth Lane,  Singapore"
2038,YELEY BUILDING,"730 Upper Serangoon Road,  Singapore"
2039,YEWTEE RESIDENCES,"23 Choa Chu Kang North 6,  Singapore"
2040,YGK GARDEN,"2 Belmont Road,  Singapore"
2041,YIKAI COURT,"371 Upper Paya Lebar Road,  Singapore"
2042,YINCHUAN BUILDING,"2 Lorong 29 Geylang,  Singapore"
2043,YIO CHU KANG ROAD,"1 Yio Chu Kang Road,  Singapore"
2044,YISHUN EMERALD,"20 Canberra Drive,  Singapore"
2045,YISHUN SAPPHIRE,"40 Canberra Drive,  Singapore"
2046,YONG AN PARK,"325 River Valley Road,  Singapore"
2047,YONG SIAK COURT,"11 Yong Siak Street,  Singapore"
2048,YONG SIAK STREET,"14 Yong Siak Street,  Singapore"
2049,YONG SIAK VIEW,"19 Yong Siak Street, Singapore"
2050,ZEDGE,"2 Akyab Road,  Singapore"
2051,ZENITH,"60 Zion Road,  Singapore"
2052,ZION ROAD,"12 Zion Road,  Singapore"
2053,ZYANYA,"8 Lorong 25a Geylang,  Singapore"
